,latitude,longitude,Sales Amount (Actual),Distributors,Off premise,On premise,Others,cluster_group
1673,40.7816,-73.9511,10.513592740393943,0,1,0,0,3
1675,40.7816,-73.9511,10.920599794349851,0,1,0,0,3
1677,40.7816,-73.9511,8.114922974204593,0,1,0,0,0
1678,40.7143,-74.006,9.208739090609209,0,0,1,0,3
1679,40.7143,-74.006,8.931666932994325,0,0,1,0,3
1680,40.7651,-73.9638,10.001702600033083,0,0,1,0,3
1681,40.7651,-73.9638,9.20391980417326,0,0,1,0,3
1682,40.7651,-73.9638,9.86145232234302,0,0,1,0,3
1683,40.7143,-74.006,9.710703453731265,0,0,1,0,3
1684,40.7143,-74.006,8.32898232664205,0,0,1,0,0
1685,40.7143,-74.006,7.491087593534876,0,0,1,0,0
1686,40.7651,-73.9638,11.009409725448045,0,0,1,0,3
1687,40.7651,-73.9638,7.8709295967551425,0,0,1,0,0
1688,40.7651,-73.9638,7.344719054149673,0,1,0,0,0
1689,40.7143,-74.006,11.842522838065257,0,1,0,0,3
1690,40.7651,-73.9638,8.925321416943886,0,1,0,0,3
1691,40.7651,-73.9638,9.883876506887013,0,1,0,0,3
1694,40.7685,-73.9588,7.038783541388542,0,0,1,0,0
1695,40.7685,-73.9588,10.508934027665084,0,0,1,0,3
1696,40.7685,-73.9588,11.179855434277414,0,0,1,0,3
1697,40.7685,-73.9588,9.418136349490013,0,0,1,0,3
1698,40.7685,-73.9588,7.309647344703519,0,0,1,0,0
1700,40.7685,-73.9588,10.57841984467517,0,0,1,0,3
1701,40.7685,-73.9588,7.616775808698373,0,0,1,0,0
1702,40.7685,-73.9588,11.79796890930266,0,0,1,0,3
1703,40.7685,-73.9588,7.63416797565669,0,0,1,0,0
1704,40.7685,-73.9588,9.341368634382587,0,0,1,0,3
1705,40.7685,-73.9588,10.995779912459419,0,0,1,0,3
1706,40.7685,-73.9588,12.677699955892006,0,1,0,0,3
1707,40.7685,-73.9588,11.625045294905911,0,1,0,0,3
1711,40.7685,-73.9588,11.263976807474066,0,1,0,0,3
1712,40.7685,-73.9588,8.902401168957256,0,1,0,0,3
1714,40.7685,-73.9588,11.03885517806973,0,1,0,0,3
1715,40.7685,-73.9588,5.886104031450156,0,1,0,0,0
1717,40.7685,-73.9588,9.902286831959609,0,1,0,0,3
1720,40.7685,-73.9588,10.52128248715469,0,1,0,0,3
1722,40.7685,-73.9588,7.123970887423647,0,0,1,0,0
1725,40.7685,-73.9588,8.057377488557991,0,0,1,0,0
1726,40.7685,-73.9588,10.29766249928563,0,0,1,0,3
1727,40.7685,-73.9588,8.659386957119413,0,0,1,0,0
1732,40.7685,-73.9588,8.917310693197807,0,0,1,0,0
1733,40.7685,-73.9588,8.21554741194707,0,0,1,0,0
1734,40.7685,-73.9588,9.959944915141518,0,0,1,0,3
1735,40.7685,-73.9588,11.638517662925796,0,0,1,0,3
1736,40.7685,-73.9588,6.988413181999592,0,0,1,0,0
1737,40.7685,-73.9588,9.232579244900815,0,0,1,0,3
1738,40.7685,-73.9588,11.421191024583049,0,0,1,0,3
1740,40.7685,-73.9588,10.641163449227644,0,0,1,0,3
1745,40.7685,-73.9588,10.565035701000301,0,0,1,0,3
1746,40.7685,-73.9588,7.484368643286131,0,0,1,0,0
1747,40.7685,-73.9588,9.822968689852118,0,0,1,0,3
1748,40.7685,-73.9588,5.545177444479562,0,0,1,0,0
1749,40.7685,-73.9588,5.480638923341991,0,0,1,0,0
1750,40.7685,-73.9588,10.635336080633149,0,0,1,0,3
1754,40.7685,-73.9588,7.307068167605103,0,0,1,0,0
1755,40.7685,-73.9588,7.5745584842024805,0,0,1,0,0
1757,40.7685,-73.9588,6.473890696352274,0,0,1,0,0
1758,40.7685,-73.9588,9.104979856318357,0,0,1,0,3
1761,40.7685,-73.9588,6.3754165659135165,0,0,1,0,0
1773,40.7685,-73.9588,10.443425276845566,0,0,1,0,3
1774,40.7685,-73.9588,8.562548893137034,0,0,1,0,0
1776,40.7685,-73.9588,8.414571144948807,0,0,1,0,0
1777,40.7685,-73.9588,9.973263117638503,0,0,1,0,3
1781,40.7685,-73.9588,10.731201901619489,0,0,1,0,3
1783,40.7685,-73.9588,10.111834167154234,0,0,1,0,3
1784,40.7685,-73.9588,8.332308352219117,0,0,1,0,0
1788,40.7685,-73.9588,9.528997718727284,0,0,1,0,3
1789,40.7685,-73.9588,10.567205922405261,0,0,1,0,3
1791,40.7685,-73.9588,12.124497339026798,0,0,1,0,3
1794,40.7685,-73.9588,10.819906276218981,0,0,1,0,3
1795,40.7685,-73.9588,7.63433723562832,0,0,1,0,0
1796,40.7685,-73.9588,9.988508616833517,0,0,1,0,3
1798,40.7685,-73.9588,8.597851094433691,0,0,1,0,0
1799,40.7685,-73.9588,6.875232087276577,0,0,1,0,0
1800,40.7685,-73.9588,11.272371223396224,0,0,1,0,3
1801,40.7685,-73.9588,9.358932776026009,0,0,1,0,3
1803,40.7685,-73.9588,10.851160665638952,0,0,1,0,3
1805,40.7685,-73.9588,6.51025834052315,0,0,1,0,0
1807,40.7975,-73.9683,9.311271090554623,0,0,1,0,3
1808,40.7764,-73.9827,7.613729835846869,0,0,1,0,0
1809,40.7764,-73.9827,7.076653815443951,0,0,1,0,0
1810,40.7975,-73.9683,7.473069088032197,0,0,1,0,0
1811,40.7764,-73.9827,8.27893600229198,0,0,1,0,0
1812,40.7764,-73.9827,12.457018039059465,0,0,1,0,3
1813,40.7864,-73.9764,9.181186497740226,0,0,1,0,3
1815,40.7764,-73.9827,9.769041455983205,0,0,1,0,3
1816,40.7764,-73.9827,8.83346272071993,0,0,1,0,0
1817,40.7764,-73.9827,10.255159753598281,0,0,1,0,3
1818,40.7764,-73.9827,10.913031805286236,0,0,1,0,3
1821,40.7864,-73.9764,9.677715549868227,0,0,1,0,3
1822,40.7764,-73.9827,9.429154565129164,0,0,1,0,3
1823,40.7864,-73.9764,6.763884908562435,0,0,1,0,0
1824,40.7864,-73.9764,7.553810852008231,0,0,1,0,0
1826,40.7764,-73.9827,7.60887062919126,0,0,1,0,0
1829,40.7764,-73.9827,8.471915451456344,0,0,1,0,0
1831,40.7975,-73.9683,10.690976262091464,0,0,1,0,3
1832,40.7864,-73.9764,6.473890696352274,0,0,1,0,0
1833,40.7864,-73.9764,5.60947179518496,0,0,1,0,0
1839,40.7664,-73.9827,6.556778356158042,0,0,1,0,0
1844,40.7764,-73.9827,11.322457455755668,0,0,1,0,3
1845,40.7764,-73.9827,11.20499442562757,0,0,1,0,3
1850,40.7764,-73.9827,6.068425588244111,0,0,1,0,0
1851,40.7764,-73.9827,9.282102738203074,0,0,1,0,3
1852,40.7764,-73.9827,11.53695444276959,0,0,1,0,3
1853,40.7764,-73.9827,8.621890086926914,0,0,1,0,0
1854,40.7864,-73.9764,9.89404309370813,0,0,1,0,3
1855,40.7764,-73.9827,11.400459543375556,0,0,1,0,3
1856,40.7975,-73.9683,12.037943892708894,0,0,1,0,3
1859,40.7764,-73.9827,6.7125065248614435,0,0,1,0,0
1860,40.7975,-73.9683,7.917171988845776,0,0,1,0,0
1862,40.7864,-73.9764,6.222576268071369,0,0,1,0,0
1864,40.7975,-73.9683,8.88747040362124,0,0,1,0,0
1866,40.7764,-73.9827,11.21225271114678,0,0,1,0,3
1869,40.7864,-73.9764,11.25983546128787,0,0,1,0,3
1870,40.7764,-73.9827,11.614143703230631,0,0,1,0,3
1871,40.7764,-73.9827,12.626239977662673,0,0,1,0,3
1873,40.7764,-73.9827,10.254073999134302,0,0,1,0,3
1874,40.7975,-73.9683,8.804475183846678,0,0,1,0,0
1876,40.7975,-73.9683,11.08268301818254,0,0,1,0,3
1878,40.7764,-73.9827,8.11969625295725,0,0,1,0,0
1884,40.7864,-73.9764,7.8632667240095735,0,0,1,0,0
1885,40.7764,-73.9827,11.069166414124382,0,0,1,0,3
1887,40.7764,-73.9827,8.598957493218878,0,0,1,0,0
1889,40.7975,-73.9683,7.696212639346407,0,0,1,0,0
1894,40.7975,-73.9683,8.229831067775377,0,0,1,0,0
1895,40.7764,-73.9827,5.886104031450156,0,0,1,0,0
1896,40.7764,-73.9827,8.73165920153676,0,0,1,0,0
1897,40.7764,-73.9827,7.418768885078342,0,0,1,0,0
1898,40.7764,-73.9827,10.524064040261237,0,0,1,0,3
1899,40.7764,-73.9827,9.08839870117094,0,0,1,0,3
1902,40.7975,-73.9683,9.6580983922746,0,0,1,0,3
1904,40.7764,-73.9827,8.946270654049327,0,0,1,0,3
1905,40.7764,-73.9827,10.242648670872581,0,0,1,0,3
1907,40.7864,-73.9764,9.421897054038473,0,0,1,0,3
1909,40.7864,-73.9764,10.310318394272075,0,0,1,0,3
1910,40.7864,-73.9764,10.64299337207409,0,0,1,0,3
1911,40.7864,-73.9764,8.019283792916793,0,0,1,0,0
1912,40.7975,-73.9683,7.66105638236183,0,0,1,0,0
1914,40.7764,-73.9827,11.631700808126634,0,0,1,0,3
1915,40.7975,-73.9683,9.788761090794644,0,0,1,0,3
1917,40.7864,-73.9764,8.823500727991183,0,0,1,0,0
1918,40.7864,-73.9764,10.567770129842645,0,0,1,0,3
1920,40.7864,-73.9764,8.338066525518801,0,0,1,0,0
1921,40.7864,-73.9764,9.097395612960048,0,0,1,0,3
1924,40.7975,-73.9683,10.279615160580281,0,0,1,0,3
1925,40.7975,-73.9683,9.208258205771859,0,0,1,0,3
1929,40.7975,-73.9683,8.53034630866115,0,1,0,0,0
1930,40.7764,-73.9827,12.597478855503077,0,1,0,0,3
1931,40.7764,-73.9827,10.049404427436283,0,1,0,0,3
1932,40.7975,-73.9683,9.596418766284158,0,1,0,0,3
1933,40.7764,-73.9827,13.011408442122187,0,1,0,0,3
1934,40.7864,-73.9764,9.650915190531107,0,1,0,0,3
1935,40.7764,-73.9827,6.854354502255021,0,1,0,0,0
1936,40.7764,-73.9827,10.867119780719333,0,1,0,0,3
1937,40.7764,-73.9827,6.2766434893416445,0,1,0,0,0
1939,40.7975,-73.9683,10.09212081520776,0,1,0,0,3
1940,40.7975,-73.9683,12.814940531743364,0,1,0,0,3
1942,40.7975,-73.9683,9.497138303690706,0,1,0,0,3
1943,40.7864,-73.9764,10.553361820862607,0,1,0,0,3
1944,40.7975,-73.9683,9.79593908951061,0,1,0,0,3
1946,40.7764,-73.9827,6.3561076606958915,0,1,0,0,0
1947,40.7764,-73.9827,8.898365606955357,0,1,0,0,3
1948,40.7975,-73.9683,10.276911446432829,0,1,0,0,3
1949,40.7764,-73.9827,11.891985952504971,0,1,0,0,3
1950,40.778,-73.9884,12.507006967733629,0,1,0,0,3
1952,40.7864,-73.9764,5.662960480135946,0,1,0,0,0
1953,40.7764,-73.9827,12.16813622332211,0,1,0,0,3
1955,40.7864,-73.9764,6.313548046277095,0,1,0,0,0
1957,40.7975,-73.9683,11.52735091603409,0,1,0,0,3
1958,40.7864,-73.9764,11.000338123624045,0,1,0,0,3
1959,40.7975,-73.9683,12.334773640545908,0,1,0,0,3
1960,40.7764,-73.9827,12.708557108334375,0,1,0,0,3
1961,40.7864,-73.9764,9.158204617555654,0,1,0,0,3
1963,40.7918,-73.9447,8.15708378502887,0,0,1,0,0
1964,40.8011,-73.9371,8.468002947225466,0,0,1,0,0
1965,40.8246,-73.9507,9.783126195864945,0,0,1,0,3
1966,40.8662,-73.9221,8.691482576512929,0,0,1,0,0
1967,40.8246,-73.9507,9.917538375758788,0,0,1,0,3
1968,40.8116,-73.955,8.897728792210025,0,0,1,0,0
1969,40.8116,-73.955,10.871871179032343,0,0,1,0,3
1970,40.8246,-73.9507,10.479871396120235,0,0,1,0,3
1971,40.8246,-73.9507,7.38770923908104,0,0,1,0,0
1973,40.8116,-73.955,10.020381304007627,0,0,1,0,3
1974,40.8246,-73.9507,10.47868615248788,0,0,1,0,3
1975,40.8019,-73.9531,10.232430803052951,0,0,1,0,3
1977,40.8382,-73.942,6.84587987526405,0,0,1,0,0
1979,40.8116,-73.955,10.564648587238217,0,0,1,0,3
1980,40.8019,-73.9531,7.783224016336037,0,0,1,0,0
1981,40.8116,-73.955,10.354945264494765,0,0,1,0,3
1982,40.8116,-73.955,10.440565547446186,0,0,1,0,3
1983,40.8116,-73.955,10.937650205005172,0,0,1,0,3
1984,40.8116,-73.955,7.179307969504034,0,0,1,0,0
1985,40.8019,-73.9531,7.113142108707088,0,0,1,0,0
1986,40.8246,-73.9507,7.903965634032166,0,0,1,0,0
1987,40.8116,-73.955,11.70126222741897,0,0,1,0,3
1988,40.8246,-73.9507,7.601557245123207,0,0,1,0,0
1989,40.8116,-73.955,5.480638923341991,0,0,1,0,0
1991,40.8019,-73.9531,11.277871262630184,0,0,1,0,3
1994,40.7918,-73.9447,5.298317366548036,0,0,1,0,0
1995,40.8496,-73.9356,6.858039686736204,0,0,1,0,0
1996,40.8246,-73.9507,10.722601082804918,0,0,1,0,3
1997,40.8246,-73.9507,8.6164953924901,0,0,1,0,0
1998,40.7918,-73.9447,8.522777569710138,0,0,1,0,0
1999,40.8116,-73.955,10.784937947385913,0,0,1,0,3
2000,40.8019,-73.9531,8.604286065084922,0,0,1,0,0
2001,40.8246,-73.9507,9.51541923885121,0,0,1,0,3
2002,40.8662,-73.9221,10.347339693048996,0,0,1,0,3
2005,40.8496,-73.9356,10.643649035641971,0,1,0,0,3
2007,40.8496,-73.9356,11.666961909701477,0,1,0,0,3
2008,40.8135,-73.9381,7.170119543449628,0,1,0,0,0
2009,40.8011,-73.9371,9.321130122628894,0,1,0,0,3
2010,40.8116,-73.955,6.984716320118266,0,1,0,0,0
2012,40.8246,-73.9507,6.396929655216146,0,1,0,0,0
2013,40.8183,-73.9426,10.06513903090694,0,1,0,0,3
2014,40.8116,-73.955,7.7664168980196555,0,1,0,0,0
2015,40.8116,-73.955,7.776535028185241,0,1,0,0,0
2016,40.8011,-73.9371,8.29369207618367,0,1,0,0,0
2017,40.8011,-73.9371,7.506591780070841,0,1,0,0,0
2018,40.8382,-73.942,6.659293919683638,0,1,0,0,0
2019,40.8496,-73.9356,10.599779782240146,0,1,0,0,3
2020,40.8662,-73.9221,11.95478035986126,0,1,0,0,3
2021,40.8135,-73.9381,9.329899607033822,0,1,0,0,3
2023,40.8382,-73.942,9.842494737945051,0,1,0,0,3
2025,40.8116,-73.955,10.556541639529629,0,1,0,0,3
2026,40.7918,-73.9447,11.118756019973592,0,1,0,0,3
2028,40.8019,-73.9531,12.484551371816243,0,1,0,0,3
2030,40.7152,-73.9877,5.662960480135946,0,0,1,0,0
2031,40.7651,-73.9638,7.187657164114956,0,0,1,0,0
2034,40.6794,-74.0014,9.216521231051264,0,0,1,0,3
2035,40.6794,-74.0014,6.473890696352274,0,0,1,0,0
2036,40.7546,-73.9762,5.918893854273146,0,0,1,0,0
2037,40.7864,-73.9764,10.676718439929132,0,0,1,0,3
2038,40.7918,-73.9447,6.587550014824796,0,0,1,0,0
2041,40.6794,-74.0014,9.59176275627051,0,0,1,0,3
2044,40.7152,-73.9877,7.347312587258071,0,0,1,0,0
2047,40.701,-73.6758,11.661440982768399,0,0,1,0,3
2052,40.7085,-74.0135,6.785587645007929,0,0,1,0,0
2053,40.7864,-73.9764,7.352441100243583,0,0,1,0,0
2055,40.7546,-73.9762,7.080026499922591,0,0,1,0,0
2056,40.6794,-74.0014,8.643233596522078,0,0,1,0,0
2059,40.7651,-73.9858,7.272398392570047,0,0,1,0,0
2060,40.7864,-73.9764,6.3561076606958915,0,0,1,0,0
2061,40.7339,-74.0054,6.775366090936392,0,0,1,0,0
2062,40.7589,-73.973,5.886104031450156,0,0,1,0,0
2063,40.6794,-74.0014,8.79300509129753,0,0,1,0,0
2064,40.7143,-74.006,7.22983877815125,0,1,0,0,0
2065,40.7864,-73.9764,6.915723448631314,0,1,0,0,0
2067,42.8967,-78.8846,7.943768497893724,0,0,1,0,4
2068,42.8967,-78.8846,8.851377097519439,0,0,1,0,4
2078,40.7484,-73.9967,-32.57791748631743,0,0,1,0,0
2123,40.694,-73.9903,9.930810848185018,0,1,0,0,3
2124,40.679,-73.9644,12.546069733984165,0,1,0,0,3
2125,40.5352,-74.2116,7.945909598613133,0,1,0,0,0
2126,40.6669,-73.9828,10.963046940636303,0,1,0,0,3
2128,40.6628,-73.9546,7.157735484249907,0,1,0,0,0
2129,40.6251,-74.0303,8.526549286340263,0,1,0,0,0
2130,40.8143,-73.3634,7.138866999945524,0,1,0,0,0
2131,40.679,-73.9644,11.454728076288676,0,1,0,0,3
2132,40.9391,-73.8353,9.114710140960932,0,1,0,0,3
2133,40.7934,-73.6888,9.693383614729722,0,1,0,0,3
2134,40.7706,-73.9265,9.284334051884509,0,1,0,0,3
2135,42.2409,-79.4963,6.148468295917647,0,1,0,0,4
2136,40.6251,-74.0303,11.531624836845069,0,1,0,0,3
2137,40.7513,-73.883,10.265731958189729,0,1,0,0,3
2139,41.0897,-73.844,6.984716320118266,0,1,0,0,0
2140,40.7012,-73.9436,7.67786350067821,0,1,0,0,0
2141,40.7513,-73.883,8.525685033448903,0,1,0,0,0
2142,40.7513,-73.883,7.724888439323074,0,1,0,0,0
2143,42.9164,-78.8763,7.280697195384741,0,1,0,0,4
2144,42.833999999999996,-78.6343,8.132124651833294,0,1,0,0,4
2146,40.6957,-73.3257,7.958576903813898,0,1,0,0,0
2147,40.694,-73.9903,10.170303432306524,0,1,0,0,3
2148,40.7272,-73.9498,9.608377964255551,0,1,0,0,3
2150,40.6205,-73.9239,8.13739583005665,0,1,0,0,0
2151,40.6102,-74.0878,6.9411900550683745,0,1,0,0,0
2152,40.7444,-73.0542,10.99046576030587,0,1,0,0,3
2153,40.6628,-73.9546,9.479245505933136,0,1,0,0,3
2154,42.938,-75.8392,11.27078638556763,0,1,0,0,3
2155,42.9685,-78.7492,10.138717764985484,0,1,0,0,4
2156,40.5457,-74.1792,6.714170529909472,0,1,0,0,0
2157,40.5839,-73.9536,8.075893630298857,0,1,0,0,0
2158,42.905,-78.7041,8.67709870892586,0,1,0,0,4
2159,42.0738,-73.9797,8.18423477409482,0,1,0,0,0
2160,40.5877,-73.6595,7.028201432058005,0,1,0,0,0
2161,40.6016,-73.9968,7.049254841255837,0,1,0,0,0
2162,40.6467,-73.957,7.473069088032197,0,1,0,0,0
2163,40.9567,-72.9742,8.887100204123687,0,1,0,0,0
2164,40.6523,-73.7118,6.436150368369428,0,1,0,0,0
2165,40.7012,-73.9436,10.463617493986263,0,1,0,0,3
2166,40.8462,-73.1482,7.3901814282264295,0,1,0,0,0
2167,42.8939,-78.8681,8.189244525735901,0,1,0,0,4
2168,40.8472,-73.5349,6.881411303642535,0,1,0,0,0
2169,40.6778,-73.3963,8.438149984075784,0,1,0,0,0
2170,40.7315,-73.4327,7.564238475170491,0,1,0,0,0
2171,40.9051,-73.3309,5.780743515792329,0,1,0,0,0
2172,40.6251,-74.0303,10.350989916435351,0,1,0,0,3
2173,40.5682,-74.1184,7.5276218373476675,0,1,0,0,0
2174,40.852,-73.9129,6.173786103901937,0,1,0,0,0
2175,40.7149,-73.5561,9.668460546838881,0,1,0,0,3
2176,40.9495,-72.5815,5.950642552587727,0,1,0,0,0
2177,40.6548,-73.6097,6.5337888379333435,0,1,0,0,0
2180,41.3421,-73.7454,7.649692623711514,0,1,0,0,0
2181,40.5923,-73.7933,10.55885524088478,0,1,0,0,3
2182,40.7095,-73.9563,8.99317889233952,0,1,0,0,3
2183,40.7446,-73.9345,7.410347097821024,0,1,0,0,0
2184,40.6039,-74.1472,6.620073206530356,0,1,0,0,0
2185,40.952,-72.8348,9.913422536736883,0,1,0,0,3
2186,42.88399999999999,-78.8597,7.303836495779961,0,1,0,0,4
2187,40.8125,-73.6261,8.5956346177228,0,1,0,0,0
2188,40.694,-73.9903,8.37470293056272,0,1,0,0,0
2189,40.6742,-73.7057,7.083387847625295,0,1,0,0,0
2190,40.9656,-73.8434,9.111403624116159,0,1,0,0,3
2191,41.1901,-74.0436,5.981414211254481,0,1,0,0,0
2193,43.7318,-116.2797,6.761572768804055,0,0,1,0,2
2194,40.5352,-74.2116,8.51044849701589,0,0,1,0,0
2195,43.073,-76.1486,9.42577428022034,0,0,1,0,4
2196,40.7095,-73.9563,7.60887062919126,0,0,1,0,0
2197,40.7272,-73.9498,6.612041034833092,0,0,1,0,0
2199,40.7095,-73.9563,8.381526950194635,0,0,1,0,0
2200,40.7608,-73.9295,6.756932389247553,0,0,1,0,0
2201,41.1039,-72.3674,5.840641657373398,0,0,1,0,0
2202,40.7763,-73.911,8.699514748210191,0,0,1,0,0
2203,40.6669,-73.9828,9.92162212273161,0,0,1,0,3
2205,40.5973,-74.0768,6.416732282512326,0,0,1,0,0
2206,40.6816,-73.9798,7.7458682297922685,0,0,1,0,0
2207,42.9167,-78.8895,7.079470789988868,0,0,1,0,4
2208,40.6628,-73.9546,8.397057390176256,0,0,1,0,0
2209,40.7315,-73.4327,6.186208623900494,0,0,1,0,0
2210,43.1452,-77.5495,9.517260942044677,0,0,1,0,4
2211,40.6536,-73.5866,8.098642843759418,0,0,1,0,0
2212,43.0708,-73.7408,8.433589818758996,0,0,1,0,0
2213,42.9685,-78.7492,9.8803269033903,0,0,1,0,4
2214,42.887,-78.8779,6.570882962339584,0,0,1,0,4
2215,40.694,-73.9903,6.77078942390898,0,0,1,0,0
2216,41.0256,-73.9229,7.16703787691222,0,0,1,0,0
2218,40.7459,-73.0859,7.459338895220296,0,0,1,0,0
2219,42.9685,-78.7492,6.696206744886653,0,0,1,0,4
2220,40.694,-73.9903,7.8632667240095735,0,0,1,0,0
2221,42.9491,-78.8978,8.041795842180152,0,0,1,0,4
2222,40.9262,-72.652,5.662960480135946,0,0,1,0,0
2223,40.7095,-73.9563,7.607128040336274,0,0,1,0,0
2224,40.5518,-74.1526,6.891625897052253,0,0,1,0,0
2225,40.7245,-73.6487,5.950642552587727,0,0,1,0,0
2226,40.982,-72.3067,9.588800095096508,0,0,1,0,3
2227,40.865,-73.6277,7.9240687056624335,0,0,1,0,0
2228,40.6102,-74.0878,9.154442809987184,0,0,1,0,3
2230,40.7315,-73.4327,8.603737792816423,0,0,1,0,0
2231,43.174,-77.5637,6.895682697747868,0,0,1,0,4
2232,40.9396,-72.2425,8.286017468404763,0,0,1,0,0
2233,42.9719,-78.8769,9.688808079634049,0,0,1,0,4
2234,41.1039,-72.3674,5.634789603169249,0,0,1,0,0
2235,40.7557,-73.5723,9.49837388266631,0,0,1,0,3
2236,40.7095,-73.9563,5.714854288623251,0,0,1,0,0
2237,42.9499,-78.8599,10.036610111599598,0,0,1,0,4
2239,40.7095,-73.9563,5.817111159963204,0,0,1,0,0
2240,40.8676,-73.4102,9.150271845510064,0,0,1,0,3
2241,40.8567,-73.1168,6.29156913955832,0,0,1,0,0
2242,42.9685,-78.7492,8.619027497297505,0,0,1,0,4
2243,40.6784,-73.9211,5.780743515792329,0,0,1,0,0
2244,40.5877,-73.6595,8.059804063739419,0,0,1,0,0
2245,40.9943,-72.5363,6.222576268071369,0,0,1,0,0
2246,40.7245,-73.6487,7.651595573857601,0,0,1,0,0
2247,40.843,-73.2799,7.2991214627108,0,0,1,0,0
2248,40.6316,-74.0927,11.16386446128218,0,0,1,0,3
2249,40.6039,-74.1472,4.68213122712422,0,0,1,0,0
2251,40.866,-73.5272,7.982074875081202,0,0,1,0,0
2252,40.5887,-73.7255,6.927557906278317,0,0,1,0,0
2253,40.6669,-73.9828,9.364090971782101,0,0,1,0,3
2254,42.981,-78.6162,10.592285036868473,0,0,1,0,4
2255,40.6784,-73.9211,8.159374736775426,0,0,1,0,0
2256,40.694,-73.9903,6.284134161070802,0,0,1,0,0
2257,40.8813,-73.1591,7.580689548090868,0,0,1,0,0
2258,40.6669,-73.9828,6.747586526829315,0,0,1,0,0
2259,40.8154,-73.4716,8.499029220788566,0,0,1,0,0
2260,40.7934,-73.6888,11.225238192504927,0,0,1,0,3
2261,40.6251,-74.0303,6.320768294250582,0,0,1,0,0
2262,40.7627,-73.9149,7.779885115070522,0,0,1,0,0
2263,40.694,-73.9903,9.968900691084361,0,0,1,0,3
2264,40.7229,-73.8473,6.674561391814426,0,0,1,0,0
2265,40.9051,-73.3309,12.146237711827988,0,0,1,0,3
2266,40.6682,-73.4588,8.436778914719481,0,0,1,0,0
2267,40.7229,-73.8473,7.979338895262328,0,0,1,0,0
2268,40.952,-72.8348,7.00669522683704,0,0,1,0,0
2269,40.8676,-73.4102,8.851377097519439,0,0,1,0,0
2270,41.0555,-72.429,8.006367567650246,0,0,1,0,0
2271,40.7245,-73.6487,7.321188556739478,0,0,1,0,0
2272,40.694,-73.9903,7.261225091971921,0,0,1,0,0
2273,40.7229,-73.8473,8.332789468417959,0,0,1,0,0
2275,40.6669,-73.9828,5.929589143389895,0,0,1,0,0
2276,40.7536,-73.8226,7.476285500735688,0,0,1,0,0
2277,40.6102,-74.0878,10.096006934306528,0,0,1,0,3
2278,40.6729,-73.5365,10.214825114586255,0,0,1,0,3
2279,40.6807,-73.4444,10.713521589526009,0,0,1,0,3
2280,40.7608,-73.9295,9.94759677818702,0,0,1,0,3
2281,40.7315,-73.4327,8.506334448081361,0,0,1,0,0
2282,40.5973,-74.0768,8.189710824553067,0,0,1,0,0
2283,40.7095,-73.9563,8.973604867142505,0,0,1,0,3
2284,40.8542,-73.2138,5.886104031450156,0,0,1,0,0
2285,41.0459,-71.944,6.1224928095143865,0,0,1,0,0
2287,41.136,-73.7009,8.92052268739398,0,0,1,0,0
2290,42.9685,-78.7492,11.629748039531487,1,0,0,0,4
2292,43.0429,-78.6988,8.751474487140904,0,0,1,0,4
2293,40.9656,-73.8434,8.640657833911131,0,0,1,0,0
2294,40.7446,-73.9345,7.59488438721652,0,0,1,0,0
2295,40.7245,-73.6487,7.571473648851271,0,1,0,0,0
2296,40.9734,-73.6907,10.212769166278457,0,1,0,0,3
2298,40.8817,-73.5927,5.7430031878094825,0,0,1,0,0
2299,43.0429,-78.6988,8.317277766221235,0,0,1,0,4
2300,41.0381,-73.8597,6.579251212010101,0,0,1,0,0
2301,41.205,-73.7299,7.203405521083095,0,0,1,0,0
2302,40.8813,-73.1591,8.757311846936409,0,0,1,0,0
2303,40.9525,-73.735,7.001245622069476,0,0,1,0,0
2304,42.8939,-78.8681,9.451952327573435,0,0,1,0,4
2305,40.8621,-73.3646,10.70862323504412,0,0,1,0,3
2306,40.7446,-73.9345,8.453614209773367,0,0,1,0,0
2307,40.982,-72.3067,10.50339518305753,0,0,1,0,3
2308,40.6102,-74.0878,6.198478716492308,0,0,1,0,0
2309,43.0708,-73.7408,6.480044561926653,0,0,1,0,0
2310,42.0738,-73.9797,5.981414211254481,0,0,1,0,0
2311,43.1501,-77.589,10.849196494244906,0,0,1,0,4
2312,41.135,-73.7845,7.080026499922591,0,0,1,0,0
2313,40.9927,-73.7995,9.596146842421163,0,0,1,0,3
2314,40.6102,-74.0878,7.558673225324346,0,0,1,0,0
2315,40.7667,-73.8241,9.709658234724015,0,0,1,0,3
2316,42.8072,-78.6676,8.352313831233745,0,0,1,0,4
2317,40.982,-72.3067,8.075893630298857,0,0,1,0,0
2318,41.1909,-73.6355,9.831024380802413,0,0,1,0,3
2319,43.1501,-77.589,6.579251212010101,0,0,1,0,4
2322,42.7003,-73.8575,7.699842407396986,0,0,1,0,0
2323,40.7706,-73.9265,10.221964192483162,0,0,1,0,3
2324,42.887,-78.8779,5.8289456176102075,0,0,1,0,4
2325,43.0028,-78.8547,9.682840881420505,0,0,1,0,4
2326,40.7149,-73.5561,8.951569643018821,0,0,1,0,3
2327,40.7382,-73.1297,7.444236953521875,0,0,1,0,0
2328,42.7701,-78.602,8.677628651999203,0,0,1,0,4
2330,41.1705,-73.7715,8.275885669474356,0,0,1,0,0
2331,42.887,-78.8779,11.927762188653388,0,0,1,0,4
