,latitude,longitude,Sales Amount (Actual),Distributors,Off premise,On premise,Others,cluster_group
2977,42.9744,-78.7949,12.157358128499425,0,0,1,0,4
2979,40.9391,-73.8353,8.34711636103872,0,0,1,0,0
2980,40.8146,-73.5024,9.433083843269053,0,0,1,0,3
2981,41.2015,-73.7926,10.66448027999114,0,0,1,0,3
2982,41.0256,-73.9229,8.805824812903607,0,0,1,0,0
2984,40.7245,-73.6487,10.403837598530936,0,0,1,0,3
2985,40.7557,-73.5723,10.346653950828138,0,0,1,0,3
2986,42.3501,-73.8199,5.905361848054571,0,0,1,0,0
2987,42.9491,-78.8978,11.400260111609937,0,0,1,0,4
2989,41.033,-73.7652,9.19806534110057,0,0,1,0,3
2990,42.8939,-78.8681,11.915335912349164,0,0,1,0,4
2991,42.938,-75.8392,9.476236852356042,0,0,1,0,4
2992,42.7287,-73.6683,9.550092936718967,0,0,1,0,3
2993,42.6417,-73.7854,7.445417556701687,0,0,1,0,0
2994,42.8614,-78.8205,7.013915474810528,0,0,1,0,4
2998,40.8633,-73.8895,9.755254329972907,0,0,1,0,3
3001,43.1521,-77.6258,8.228977643358313,0,0,1,0,4
3002,41.1073,-73.796,10.699913082549575,0,0,1,0,3
3003,42.4406,-76.4966,11.068881313794492,0,0,1,0,4
3004,41.1925,-74.2159,9.286838342948908,0,0,1,0,3
3005,40.982,-72.3067,9.267174288728201,0,0,1,0,3
3006,40.982,-72.3067,10.34360558552397,0,0,1,0,3
3007,40.9719,-73.7181,9.778445168957083,0,0,1,0,3
3008,40.7339,-74.0054,11.44244076697755,0,0,1,0,3
3009,40.7245,-73.6487,12.790126323721518,0,0,1,0,3
3010,43.0975,-74.0167,9.003414598684806,0,0,1,0,3
3011,43.0607,-76.1369,9.898793552937446,0,0,1,0,4
3012,42.9164,-78.8763,11.64617476781117,0,0,1,0,4
3014,41.2656,-74.3604,11.137168322735443,0,0,1,0,3
3015,40.7997,-72.797,12.828734403803177,0,0,1,0,3
3017,40.9734,-73.6907,9.803004013957805,0,0,1,0,3
3018,43.1803,-73.7053,6.315936496006614,0,0,1,0,0
3019,42.6568,-73.7605,7.266827347520591,0,0,1,0,0
3020,42.4406,-76.4966,9.942901516246087,0,0,1,0,4
3021,40.9734,-73.6907,9.98192897884269,0,0,1,0,3
3022,40.9461,-73.8669,10.048193773535386,0,0,1,0,3
3023,40.7722,-73.7454,11.633836137799662,0,0,1,0,3
3024,40.7763,-73.911,10.17137499765973,0,0,1,0,3
3025,40.7446,-73.9345,10.158013872720906,0,0,1,0,3
3026,40.7446,-73.9345,9.418004736441933,0,0,1,0,3
3028,40.9943,-72.5363,9.092907275084087,0,0,1,0,3
3029,40.9943,-72.5363,9.334326351757174,0,0,1,0,3
3030,40.7946,-73.403,9.30428598481871,0,0,1,0,3
3031,40.8676,-73.4102,9.071537969095724,0,0,1,0,3
3032,40.7245,-73.6487,9.583282288378786,0,0,1,0,3
3033,40.7946,-73.403,7.38770923908104,0,0,1,0,0
3034,40.982,-72.3067,10.601821259783373,0,0,1,0,3
3035,40.7934,-73.6888,6.246106765481563,0,0,1,0,0
3036,40.8676,-73.4102,9.584796293210003,0,0,1,0,3
3037,40.866,-73.5272,9.988012507605816,0,0,1,0,3
3038,40.7557,-73.5723,10.660405224999684,0,0,1,0,3
3039,40.9495,-72.5815,9.964770780953026,0,0,1,0,3
3042,40.8146,-73.5024,9.775539969958952,0,0,1,0,3
3043,40.9457,-73.0611,6.97354301952014,0,0,1,0,0
3044,40.982,-72.3067,7.129297548929373,0,0,1,0,0
3045,40.993,-72.179,5.455321115357702,0,0,1,0,0
3046,40.8726,-72.5202,8.855235623206967,0,0,1,0,0
3047,41.0555,-72.429,9.874676470682008,0,0,1,0,3
3050,40.7934,-73.4151,10.466213356497219,0,0,1,0,3
3051,40.8676,-73.4102,8.17526610411206,0,0,1,0,0
3052,41.1264,-72.3419,9.646528652727188,0,0,1,0,3
3053,40.9262,-72.652,9.102309627762478,0,0,1,0,3
3054,40.7294,-73.6828,10.690903234177819,0,0,1,0,3
3056,40.6976,-73.7049,10.247644471915889,0,0,1,0,3
3057,40.8676,-73.4102,9.488703659107927,0,0,1,0,3
3058,40.6362,-73.6375,5.780743515792329,0,0,1,0,0
3060,40.7609,-72.9871,5.717027701406222,0,0,1,0,0
3061,40.7459,-73.0859,10.963047113940537,0,0,1,0,3
3062,40.9068,-73.1277,9.19197678875922,0,0,1,0,3
3064,40.9339,-72.3077,7.080026499922591,0,0,1,0,0
3065,40.993,-72.179,8.400209835930418,0,0,1,0,0
3066,40.993,-72.179,8.942722330560143,0,0,1,0,0
3067,40.7964,-73.0718,9.997160028398763,0,0,1,0,3
3068,40.6443,-73.1613,7.22402480828583,0,0,1,0,0
3069,40.6957,-73.3257,10.526972709205152,0,0,1,0,3
3070,40.8813,-73.1591,9.96108170476165,0,0,1,0,3
3072,40.9436,-72.9913,8.478036476215044,0,0,1,0,0
3073,40.993,-72.179,9.44503692956897,0,0,1,0,3
3074,40.8295,-72.6473,6.1224928095143865,0,0,1,0,0
3075,40.8125,-73.6261,6.486160788944089,0,0,1,0,0
3076,40.9051,-73.3309,7.310550158534422,0,0,1,0,0
3077,40.8676,-73.4102,6.78897174299217,0,0,1,0,0
3079,40.8726,-72.5202,5.662960480135946,0,0,1,0,0
3080,40.9457,-73.0611,10.699597376153898,0,0,1,0,3
3081,40.8146,-73.5024,9.714181259164135,0,0,1,0,3
3082,40.8676,-73.4102,6.887552571664617,0,0,1,0,0
3083,40.993,-72.179,8.664232934065552,0,0,1,0,0
3084,40.9043,-72.4103,6.306275286948016,0,0,1,0,0
3085,40.8542,-73.2138,7.6676260915849905,0,0,1,0,0
3086,40.8295,-72.6473,6.594454498579357,0,0,1,0,0
3087,40.9457,-73.0611,10.949727016965538,0,0,1,0,3
3088,40.8726,-72.5202,6.144185634125646,0,0,1,0,0
3089,40.9339,-72.3077,6.345636360828596,0,0,1,0,0
3090,40.7845,-73.6403,6.413458957167357,0,0,1,0,0
3099,41.0629,-74.0159,8.911934336161426,0,0,1,0,0
3100,41.0897,-73.844,7.651595573857601,0,0,1,0,0
3103,40.8465,-73.84100000000002,6.899723107284872,0,0,1,0,0
3104,40.7608,-73.9295,9.261793653565098,0,0,1,0,3
3108,40.7446,-73.9345,9.083124991288809,0,0,1,0,3
3109,41.0118,-73.8665,6.828712071641684,0,0,1,0,0
3111,40.9719,-73.7181,7.7242389351546805,0,0,1,0,0
3114,41.0897,-73.844,11.362849737900556,0,0,1,0,3
3118,40.9391,-73.8353,7.313220387090301,0,0,1,0,0
3123,40.9656,-73.8434,10.04931497567827,0,0,1,0,3
3126,41.0914,-73.9252,10.853820226230807,0,0,1,0,3
3127,40.955,-73.8086,7.2902519539146295,0,0,1,0,0
3131,40.9927,-73.7995,9.095746246337189,0,0,1,0,3
3132,41.0897,-73.844,6.246106765481563,0,0,1,0,0
3134,41.0118,-73.8665,5.886104031450156,0,0,1,0,0
3137,40.7851,-73.8096,8.218032153678111,0,0,1,0,0
3141,40.7453,-73.8611,7.2640301428995295,0,0,1,0,0
3144,41.0592,-73.7395,8.01532730902172,0,0,1,0,0
3150,40.993,-72.179,6.03545750879361,0,0,1,0,0
3152,41.0222,-73.6798,7.129297548929373,0,0,1,0,0
3155,40.9166,-73.7877,9.805924336550847,0,0,1,0,3
3156,40.8261,-73.8196,6.173786103901937,0,0,1,0,0
3157,41.2042,-73.5732,8.458716261657262,0,0,1,0,0
3160,40.8261,-73.8196,8.718009330846357,0,0,1,0,0
3162,40.9391,-73.8353,8.29853954537488,0,0,1,0,0
3164,40.9878,-73.863,7.9287663216266955,0,0,1,0,0
3165,41.0395,-73.9192,8.166216268592143,0,0,1,0,0
3166,40.9927,-73.7995,8.646113971483077,0,0,1,0,0
3167,41.0222,-73.6798,6.349138991379798,0,0,1,0,0
3168,40.7095,-73.9563,12.869878601676803,0,0,1,0,3
3169,40.679,-73.9644,9.31018842187434,0,0,1,0,3
3170,40.679,-73.9644,7.456067420746168,0,0,1,0,0
3171,40.6424,-73.9758,7.630461261783627,0,0,1,0,0
3173,40.6251,-74.0303,9.716724145314668,0,0,1,0,3
3174,40.6816,-73.9798,8.772229130721172,0,0,1,0,0
3175,40.7095,-73.9563,11.85237768559672,0,0,1,0,3
3178,40.694,-73.9903,9.874350666275516,0,0,1,0,3
3179,40.6816,-73.9798,10.263416097769102,0,0,1,0,3
3181,40.6907,-73.9274,9.062536177207788,0,0,1,0,3
3183,40.694,-73.9903,6.302618975744905,0,0,1,0,0
3184,40.7095,-73.9563,11.578893058247615,0,0,1,0,3
3186,40.6816,-73.9798,12.155468587249048,0,0,1,0,3
3189,40.7095,-73.9563,6.522092798170152,0,0,1,0,0
3190,40.6924,-73.9666,9.26414650653471,0,0,1,0,3
3191,40.7095,-73.9563,12.288389688019388,0,0,1,0,3
3192,40.7095,-73.9563,12.903074761270561,0,0,1,0,3
3195,40.6451,-73.945,10.278740501678387,0,0,1,0,3
3197,40.7272,-73.9498,7.495541943884256,0,0,1,0,0
3198,40.679,-73.9644,12.187215970679869,0,0,1,0,3
3199,40.679,-73.9644,10.72818456998517,0,0,1,0,3
3200,40.6669,-73.9828,11.35620533693639,0,0,1,0,3
3202,40.7095,-73.9563,8.438227903117939,0,0,1,0,0
3203,40.6669,-73.9828,7.602900462204755,0,0,1,0,0
3205,40.6669,-73.9828,10.357869800878907,0,0,1,0,3
3206,40.679,-73.9644,8.675222055641148,0,0,1,0,0
3207,40.679,-73.9644,7.521772668366777,0,0,1,0,0
3208,40.6669,-73.9828,8.363109176033522,0,0,1,0,0
3211,40.6424,-73.9758,8.673855001429615,0,0,1,0,0
3212,40.6016,-73.9968,7.8838232148921525,0,0,1,0,0
3213,40.7272,-73.9498,9.236787541991031,0,0,1,0,3
3214,40.6794,-74.0014,9.692515255087883,0,0,1,0,3
3215,40.7095,-73.9563,9.142897370248937,0,0,1,0,3
3216,40.7095,-73.9563,11.039630986816151,0,0,1,0,3
3218,40.694,-73.9903,10.274448168615914,0,0,1,0,3
3219,40.6669,-73.9828,10.330040083152554,0,0,1,0,3
3220,40.679,-73.9644,9.990503429515632,0,0,1,0,3
3221,40.694,-73.9903,11.43337866764616,0,0,1,0,3
3222,40.6669,-73.9828,11.116821603348013,0,0,1,0,3
3223,40.7095,-73.9563,8.120886021092838,0,0,1,0,0
3225,40.6924,-73.9666,8.51378940510259,0,0,1,0,0
3226,40.6179,-73.9856,6.558197802812269,0,0,1,0,0
3227,40.6794,-74.0014,10.864131955213756,0,0,1,0,3
3229,40.6794,-73.9496,10.232032018692106,0,0,1,0,3
3231,40.6669,-73.9828,7.342131730584722,0,0,1,0,0
3232,40.694,-73.9903,7.344719054149673,0,0,1,0,0
3233,40.679,-73.9644,11.516349595936923,0,0,1,0,3
3234,40.6174,-74.0121,9.68149334047844,0,0,1,0,3
3235,40.6669,-73.9828,8.876823763180603,0,0,1,0,0
3236,40.679,-73.9644,10.822494591904512,0,0,1,0,3
3237,40.7095,-73.9563,12.724181234007952,0,0,1,0,3
3238,40.6669,-73.9828,9.911763214587209,0,0,1,0,3
3239,40.694,-73.9903,8.896724917497897,0,0,1,0,0
3240,40.7272,-73.9498,12.013717964855802,0,0,1,0,3
3241,40.6794,-73.9496,10.108669963974947,0,0,1,0,3
3242,40.679,-73.9644,5.6937321388027,0,0,1,0,0
3243,40.679,-73.9644,11.720882279356013,0,0,1,0,3
3245,42.9744,-78.7949,13.419976958749968,0,1,0,0,4
3246,43.16,-78.6923,10.600377719374908,0,1,0,0,4
3247,43.0183,-78.9591,10.416940023117023,0,1,0,0,4
3248,42.9685,-78.7492,11.227294354523925,0,1,0,0,4
3249,40.5682,-74.1184,11.075752948017643,0,1,0,0,3
3253,40.9895,-72.0959,12.9817302556626,0,1,0,0,3
3254,40.7446,-73.9345,11.401243231517197,0,1,0,0,3
3255,41.0381,-73.8597,8.461172953138085,0,1,0,0,0
3256,42.9499,-78.8599,9.93077873713137,0,1,0,0,4
3257,40.7608,-73.9295,12.021622144141025,0,1,0,0,3
3259,40.6816,-73.9798,12.428779981716398,0,1,0,0,3
3260,43.9743,-75.9122,8.598588829620232,0,1,0,0,4
3261,43.4394,-76.4613,5.780743515792329,0,1,0,0,0
3262,41.1909,-73.6355,10.378789620233071,0,1,0,0,3
3263,40.6316,-74.0927,10.075927109475632,0,1,0,0,3
3264,40.7095,-73.9563,9.833923089150218,0,1,0,0,3
3265,43.2196,-77.4616,6.78897174299217,0,1,0,0,4
3266,40.9045,-73.8073,11.860088917751566,0,1,0,0,3
3267,40.6816,-73.9798,11.249194136496403,0,1,0,0,3
3268,40.7095,-73.9563,12.277071503679862,0,1,0,0,3
3269,41.0222,-73.6798,13.699335497572461,0,1,0,0,3
3270,40.7095,-73.9563,11.208879430231216,0,1,0,0,3
3271,42.7334,-78.8389,9.123969517081198,0,1,0,0,4
3272,40.9176,-73.8593,10.402382285434154,0,1,0,0,3
3273,40.835,-73.6964,12.85784338101556,0,1,0,0,3
3274,42.958,-77.3083,10.8207184423233,0,1,0,0,4
3275,40.9734,-73.6907,8.53030683056162,0,1,0,0,0
3276,42.1383,-77.0475,10.60899354736176,0,1,0,0,4
3277,40.993,-72.179,13.256601500236217,0,1,0,0,3
3280,43.0654,-75.2906,11.900176499362589,0,1,0,0,3
3281,43.0028,-78.8547,12.17239072490624,0,1,0,0,4
3282,40.8702,-73.8495,7.028201432058005,0,1,0,0,0
3283,40.8662,-73.9003,8.470520783217808,0,1,0,0,0
3285,43.2126,-77.704,8.558335134747413,0,1,0,0,4
3287,41.0113,-73.8413,12.027461815466078,0,1,0,0,3
3288,41.2553,-73.5402,11.09132960298002,0,1,0,0,3
3289,40.6016,-73.9968,10.870752918030885,0,1,0,0,3
3290,43.1216,-77.7311,13.348355523616862,0,1,0,0,4
3291,40.7095,-73.9563,10.919496914520698,0,1,0,0,3
3293,43.1521,-77.6258,10.055349901845375,0,1,0,0,4
3294,43.1216,-77.7311,11.533260989467156,0,1,0,0,4
3295,41.1444,-73.835,11.393849093315291,0,1,0,0,3
3297,40.9011,-73.9053,11.13240225545127,0,1,0,0,3
3299,40.7651,-73.9858,12.412147267987427,0,1,0,0,3
3300,42.7639,-78.7518,12.466252217601856,0,1,0,0,4
3301,41.0141,-73.7552,10.926477903069339,0,1,0,0,3
3302,43.1128,-77.4906,8.956737613177264,0,1,0,0,4
3303,40.7446,-73.9345,11.641845102279735,0,1,0,0,3
3304,40.6039,-74.1472,11.09463648133115,0,1,0,0,3
3305,42.8939,-78.8681,11.873041053098488,0,1,0,0,4
3306,40.6794,-74.0014,9.232493176617316,0,1,0,0,3
3307,43.0268,-76.0145,12.367711575441867,0,1,0,0,3
3308,43.2193,-75.4498,7.43955930913332,0,1,0,0,0
3309,40.6102,-74.0878,7.862443308172705,0,1,0,0,0
3310,40.836999999999996,-72.9174,13.05216191872716,0,1,0,0,3
3311,40.7272,-73.9498,9.800790154297786,0,1,0,0,3
3312,40.9656,-73.8434,8.796641458940915,0,1,0,0,0
3313,40.5085,-74.2445,7.0317412587631285,0,1,0,0,0
3314,43.2196,-77.4616,10.769591745763641,0,1,0,0,4
3315,40.8297,-72.7283,10.77515741663288,0,1,0,0,3
3316,43.174,-77.5637,6.899723107284872,0,1,0,0,4
3318,42.2959,-78.6606,8.571681376700306,0,1,0,0,4
3319,40.7627,-73.9149,6.891625897052253,0,1,0,0,0
3320,40.6794,-74.0014,11.903647019063152,0,1,0,0,3
3321,40.679,-73.9644,10.686109739523676,0,1,0,0,3
3322,40.6251,-74.0303,6.335054251498059,0,1,0,0,0
3323,40.5979,-73.9743,6.684611727667927,0,1,0,0,0
3326,40.6816,-73.9798,7.7266536648476425,0,1,0,0,0
3327,40.5352,-74.2116,7.935229539816907,0,1,0,0,0
3328,40.7036,-73.8961,8.877143365926882,0,1,0,0,0
3329,40.5682,-74.1184,8.820551743253025,0,1,0,0,0
3330,42.913000000000004,-78.8656,12.855332565521682,0,1,0,0,4
3331,43.1685,-77.6845,8.667724758720562,0,1,0,0,4
3332,42.1805,-76.8345,6.52795791762255,0,1,0,0,4
3333,41.136,-73.7009,10.77188971368331,0,1,0,0,3
3335,41.0626,-73.9629,7.855544677915663,0,1,0,0,0
3336,41.0629,-74.0159,11.283168719612641,0,1,0,0,3
3337,40.6924,-73.9666,10.249485701810745,0,1,0,0,3
3340,40.6669,-73.9828,10.495708814506113,0,1,0,0,3
3341,40.7706,-73.9265,7.976595409316577,0,1,0,0,0
3342,41.0256,-73.9229,11.973169120243774,0,1,0,0,3
3343,41.0499,-73.7776,13.701268798331753,0,1,0,0,3
3344,40.9491,-73.7863,11.409370984115961,0,1,0,0,3
3345,41.2344,-73.6915,10.832042569668161,0,1,0,0,3
3346,41.0897,-73.844,11.636421925663013,0,1,0,0,3
3347,40.7272,-73.9498,11.38181776140846,0,1,0,0,3
3348,40.7006,-73.918,11.33873873060477,0,1,0,0,3
3349,40.6251,-74.0303,10.331072861728375,0,1,0,0,3
3350,40.9719,-73.7181,12.412337631907956,0,1,0,0,3
3352,43.0444,-76.1758,10.404193444101352,0,1,0,0,4
3354,40.6794,-74.0014,12.927548138579859,0,1,0,0,3
3356,40.6924,-73.9666,8.651024539049757,0,1,0,0,0
3357,42.981,-78.6162,8.078254026450356,0,1,0,0,4
3358,42.9164,-78.8763,8.681350777582521,0,1,0,0,4
3359,42.9866,-77.418,9.817376134098653,0,1,0,0,4
3360,40.7446,-73.9345,12.279851499244648,0,1,0,0,3
3361,43.2203,-77.5994,6.761572768804055,0,1,0,0,4
3363,40.9351,-73.7571,9.940686993525235,0,1,0,0,3
3364,43.2346,-77.6577,11.354356020097926,0,1,0,0,4
3367,40.6324,-74.1171,11.209727372579135,0,1,0,0,3
3368,43.8062,-76.04899999999998,5.7430031878094825,0,1,0,0,0
3369,40.5973,-74.0768,9.516795129751248,0,1,0,0,3
3370,41.4818,-74.5294,10.489205412269136,0,1,0,0,3
3371,40.8676,-73.4102,14.263588849056413,0,1,0,0,3
3372,42.9685,-78.7492,13.040198332498896,0,1,0,0,4
3374,44.8482,-74.2928,5.545177444479562,0,1,0,0,0
3376,40.9391,-73.8353,7.0431599159883405,0,1,0,0,0
3377,40.5352,-74.2116,8.331827004436057,0,1,0,0,0
3379,43.2291,-77.3088,7.768617863946675,0,1,0,0,4
3380,40.9351,-73.7571,11.063147275583626,0,1,0,0,3
3381,40.8465,-73.84100000000002,8.00836557031292,0,1,0,0,0
3382,41.205,-73.7299,12.159487303952064,0,1,0,0,3
3384,40.6669,-73.9828,10.375968111656757,0,1,0,0,3
3385,43.023999999999994,-78.7532,9.572828387229206,0,1,0,0,4
3386,40.6225,-73.965,5.8522024797744745,0,1,0,0,0
3389,41.0977,-74.0109,12.002679391711592,0,1,0,0,3
3390,43.0397,-76.0722,10.19841878621247,0,1,0,0,4
3391,43.1396,-77.456,14.034327466845529,0,1,0,0,4
3394,40.7436,-73.9216,8.28045768658256,0,1,0,0,0
3396,40.6251,-74.0303,8.9237243977064,0,1,0,0,3
3398,40.7095,-73.9563,6.335054251498059,0,1,0,0,0
3399,40.5973,-74.0768,6.455198563340122,0,1,0,0,0
3400,40.5085,-74.2445,8.950532836290382,0,1,0,0,3
3401,43.2128,-77.9368,10.89913109261944,0,1,0,0,4
3402,43.0409,-76.2262,8.453614209773367,0,1,0,0,4
3403,40.7272,-73.9498,8.512783482927537,0,1,0,0,0
3405,43.0834,-77.6344,13.15836231003803,0,1,0,0,4
3406,43.0519,-77.0946,6.747586526829315,0,1,0,0,4
3407,40.6251,-74.0303,10.49716406043167,0,1,0,0,3
3408,42.7863,-78.8264,12.23198256568145,0,1,0,0,4
3409,40.679,-73.9644,11.392846044639686,0,1,0,0,3
3410,40.6324,-74.1171,8.941283763647567,0,1,0,0,3
3411,40.694,-73.9903,11.734666993910226,0,1,0,0,3
3412,40.6306,-74.1379,10.912354001704669,0,1,0,0,3
3414,41.136,-73.7009,8.165647925297504,0,1,0,0,0
3415,40.8434,-73.8602,6.416732282512326,0,1,0,0,0
3416,40.694,-73.9903,11.1658075638074,0,1,0,0,3
3417,40.9426,-73.1116,12.525311922572158,0,1,0,0,3
3419,40.8633,-73.8895,11.391379106890733,0,1,0,0,3
3420,41.205,-73.7299,8.84043543926657,0,1,0,0,0
3422,40.7095,-73.9563,8.226840890408578,0,1,0,0,0
3423,43.1396,-77.456,7.916078096302786,0,1,0,0,4
3424,40.679,-73.9644,10.030384485724479,0,1,0,0,3
3425,40.9166,-73.7877,10.211266326687031,0,1,0,0,3
3426,41.0914,-73.9252,10.171340954852617,0,1,0,0,3
3427,41.1673,-73.8538,8.77307495131822,0,1,0,0,0
3428,41.205,-73.7299,12.523002780201246,0,1,0,0,3
3429,41.0914,-73.9252,11.242517335188715,0,1,0,0,3
3430,43.1707,-76.0962,7.321188556739478,0,1,0,0,4
3431,43.1528,-76.2235,8.211754397375197,0,1,0,0,4
3432,42.9685,-78.7492,11.34404457635269,0,1,0,0,4
3433,41.0113,-73.8413,11.833729160032073,0,1,0,0,3
3435,43.0892,-77.436,10.665427784620345,0,1,0,0,4
3436,40.9391,-73.8353,9.261033486291701,0,1,0,0,3
3438,43.1122,-77.5618,11.878263059572586,0,1,0,0,4
3439,43.0695,-77.5141,6.068425588244111,0,1,0,0,4
3440,40.604,-73.6554,13.412613664168713,0,1,0,0,3
3441,40.9351,-73.7571,11.130173743784205,0,1,0,0,3
3442,41.2042,-73.5732,7.943072717277933,0,1,0,0,0
3443,40.6924,-73.9666,10.403171335883274,0,1,0,0,3
3444,42.9744,-78.7949,13.144497265591117,0,1,0,0,4
3445,42.7639,-78.7518,11.96645120135995,0,1,0,0,4
3446,40.6669,-73.9828,13.283302551745747,0,1,0,0,3
3448,42.4406,-76.4966,12.774676972383622,0,1,0,0,3
3449,40.5682,-74.1184,5.768320995793772,0,1,0,0,0
3450,40.7051,-73.243,10.80196048603731,0,1,0,0,3
3451,41.0118,-73.8665,10.186031447131786,0,1,0,0,3
3452,40.6301,-74.1607,5.723585101952381,0,1,0,0,0
3453,40.5352,-74.2116,7.283448228756631,0,1,0,0,0
3454,41.1177,-74.1241,9.218705288307811,0,1,0,0,3
3455,40.6451,-73.945,11.610140375078059,0,1,0,0,3
3456,42.8689,-77.2846,11.245446462502567,0,1,0,0,4
3457,41.0222,-73.6798,12.788812960108716,0,1,0,0,3
3459,40.9569,-73.8198,11.09458512565525,0,1,0,0,3
3460,43.0417,-76.2807,10.252923961377643,0,1,0,0,4
3461,40.7339,-74.0054,10.25101205862197,0,1,0,0,3
3462,40.6205,-73.9239,11.584442734149144,0,1,0,0,3
3464,40.6816,-73.9798,10.37885178802396,0,1,0,0,3
3465,40.6669,-73.9828,11.784043762376609,0,1,0,0,3
3466,42.9731,-78.845,9.135487507074115,0,1,0,0,4
3467,40.6924,-73.9666,11.681828815609643,0,1,0,0,3
3468,40.6316,-74.0927,12.576701282302817,0,1,0,0,3
3469,40.6816,-73.9798,10.695529390070288,0,1,0,0,3
3470,40.8295,-72.6473,12.274892442040516,0,1,0,0,3
3471,40.9011,-73.9053,7.60887062919126,0,1,0,0,0
3472,40.6669,-73.9828,11.683524750284395,0,1,0,0,3
3473,40.6794,-74.0014,10.98201617442016,0,1,0,0,3
3474,40.5973,-74.0768,8.028781162487148,0,1,0,0,0
3475,40.9525,-73.735,9.163877497565842,0,1,0,0,3
3476,42.4406,-76.4966,12.202490587614175,0,1,0,0,3
3477,41.2292,-73.9962,9.752897193903626,0,1,0,0,3
3478,40.6205,-73.9239,7.0630481633881725,0,1,0,0,0
3479,40.6102,-74.0878,7.493317248862145,0,1,0,0,0
3480,40.9391,-73.8353,11.284543592577412,0,1,0,0,3
3482,40.7315,-73.4327,12.982407575239575,0,1,0,0,3
3483,40.7512,-73.6119,12.152752245319615,0,1,0,0,3
3484,42.9719,-78.8769,10.60826681732578,0,1,0,0,4
3485,43.0908,-78.9644,12.036214970842316,0,1,0,0,4
3486,40.8702,-73.8495,6.148468295917647,0,1,0,0,0
3488,43.9743,-75.9122,6.29156913955832,0,1,0,0,0
3489,41.1182,-73.7733,9.970865787866076,0,1,0,0,3
3490,43.0878,-75.7602,7.988882253309227,0,1,0,0,4
3491,40.6039,-74.1472,10.274740715974103,0,1,0,0,3
3492,43.2196,-77.4616,10.76967039241877,0,1,0,0,4
3493,40.6011,-73.9475,10.35111775280497,0,1,0,0,3
3494,40.8421,-72.8002,11.732251900358069,0,1,0,0,3
3496,40.6794,-73.9496,11.499250385846912,0,1,0,0,3
3497,40.7012,-73.9436,11.992545210809926,0,1,0,0,3
3498,42.4406,-76.4966,12.479859576082829,0,1,0,0,3
3499,40.846,-73.6436,11.70299186952121,0,1,0,0,3
3500,42.9904,-75.9703,9.635869511120088,0,1,0,0,4
3501,41.0222,-73.6798,9.26992916338784,0,1,0,0,3
3503,41.218,-73.8924,11.849459128276212,0,1,0,0,3
3504,42.0771,-76.0118,8.42639282708974,0,1,0,0,4
3505,40.6039,-74.1472,9.057189192482008,0,1,0,0,3
3506,42.9685,-78.7492,13.186660888251254,0,1,0,0,4
3507,40.7294,-73.6828,8.533853632309345,0,1,0,0,0
3508,42.9258,-76.4052,6.891625897052253,0,1,0,0,4
3509,40.9927,-73.7995,10.684918695838192,0,1,0,0,3
3510,43.1522,-77.5057,11.108662533957522,0,1,0,0,4
3511,40.9166,-73.7877,12.434146980525822,0,1,0,0,3
3513,40.679,-73.9644,10.592601610981907,0,1,0,0,3
3515,43.0429,-78.6988,12.94819249741363,0,1,0,0,4
3516,41.0442,-73.9609,8.31090675716845,0,1,0,0,0
3517,40.9391,-73.8353,5.545177444479562,0,1,0,0,0
3518,40.6424,-73.9758,12.467619961001072,0,1,0,0,3
3519,40.9351,-73.7571,11.637973160083918,0,1,0,0,3
3521,43.2566,-77.6652,10.557317075243807,0,1,0,0,4
3522,40.5518,-74.1526,9.263881138904212,0,1,0,0,3
3523,40.7934,-73.6888,12.818195002965714,0,1,0,0,3
3524,40.694,-73.9903,9.561470371083505,0,1,0,0,3
3525,40.7627,-73.9149,11.662310521517918,0,1,0,0,3
3526,40.7591,-73.7326,9.124782483614537,0,1,0,0,3
3527,40.7229,-73.8473,11.863937062393152,0,1,0,0,3
3528,40.7229,-73.8473,8.78232746202576,0,1,0,0,0
3529,40.7606,-73.7968,10.0488684615178,0,1,0,0,3
3530,40.7239,-73.8997,9.142703723260372,0,1,0,0,3
3531,40.6913,-73.8585,7.600902459542082,0,1,0,0,0
3532,40.7706,-73.9265,7.517520850603031,0,1,0,0,0
3533,40.745,-73.9069,11.507189043118291,0,1,0,0,3
3534,40.7763,-73.911,10.95650955196994,0,1,0,0,3
3535,40.7591,-73.7326,7.338238150065589,0,1,0,0,0
3537,40.7627,-73.9149,10.248919530528813,0,1,0,0,3
3538,40.7627,-73.9149,12.591362528936365,0,1,0,0,3
3539,40.7374,-73.7951,10.380839119444403,0,1,0,0,3
3540,40.7667,-73.8241,9.347664562839402,0,1,0,0,3
3541,40.7627,-73.7745,7.194436851100335,0,1,0,0,0
3542,40.7428,-73.7588,8.8427489162961,0,1,0,0,0
3543,40.6685,-73.5536,7.988882253309227,0,1,0,0,0
3544,40.8676,-73.4102,6.628041376179533,0,1,0,0,0
3545,40.6548,-73.6097,9.977945463454137,0,1,0,0,3
3546,40.9051,-73.3309,8.32263709695394,0,1,0,0,0
3547,40.6637,-73.638,11.285886837687134,0,1,0,0,3
3548,40.9426,-73.1116,9.04310445260027,0,1,0,0,3
3549,40.5877,-73.6595,8.618666160346871,0,1,0,0,0
3550,40.6729,-73.5365,9.266342562091468,0,1,0,0,3
3551,40.74,-73.4857,7.812782818577581,0,1,0,0,0
