,component_1_scaled,component_2_scaled,cluster_group,component_1,component_2,latitude,longitude,Sales Amount (Actual),Distributors,Off premise,On premise,Others,No_
1135,-0.08539171926176949,-0.17151673500405684,1,-70345.2157245176,-0.8368659640246775,40.7764,-73.9827,17484.0,0,0,1,0,2ASIAT
1136,-0.09828814179871728,-0.1684573012701973,1,-80969.21572450688,-0.8219383480051945,40.7764,-73.9827,6860.0,0,0,1,0,2ASSE
1137,-0.07210581845195084,-0.17466856513414286,1,-59400.36572452864,-0.852244401354388,40.7764,-73.9827,28428.850000000002,0,0,1,0,2BAR
1138,-0.039988397335050906,-0.1822878193364693,1,-32942.21572455538,-0.8894203335631496,40.7764,-73.9827,54887.0,0,0,1,0,2BBAR
1139,-0.08724412332723658,-0.17234680183479253,1,-71871.21572452692,-0.8409160334158193,40.7864,-73.9764,15958.0,0,0,1,0,2BETTO
1140,-0.09150732324719334,-0.17006592296045894,1,-75383.21572451251,-0.8297871491238723,40.7764,-73.9827,12446.0,0,0,1,0,2BIN71
1141,-0.10556422958924862,-0.1680007011277699,1,-86963.21572451167,-0.8197105005688655,40.7864,-73.9764,866.0,0,0,1,0,2BLU
1142,-0.10429935079750356,-0.16830076983547718,1,-85921.21572451273,-0.8211745984502946,40.7864,-73.9764,1908.0,0,0,1,0,2BOD
1143,-0.10416825011658014,-0.16706235614530876,1,-85813.21572450198,-0.8151321194661907,40.7764,-73.9827,2016.0,0,0,1,0,2BOR
1144,-0.1008146704209924,-0.16785792986511153,1,-83050.55572450477,-0.8190138897666788,40.7764,-73.9827,4778.66,0,0,1,0,2BRAPA
1145,-0.053255786243196636,-0.18204584802667675,1,-43871.81572456882,-0.8882397050173051,40.7975,-73.9683,43957.4,0,0,1,0,2BUCO
1146,-0.10582885874145632,-0.16793792283767373,1,-87181.21572451145,-0.8194041921829234,40.7864,-73.9764,648.0,0,0,1,0,2BURK
1147,-0.10628406943906131,-0.16782993265975604,1,-87556.21572451107,-0.8188772855557296,40.7864,-73.9764,273.0,0,0,1,0,2BUST
1148,-0.10576088061059835,-0.1667056993513951,1,-87125.21572449863,-0.8133919164961572,40.7664,-73.9827,704.0,0,0,1,0,2CHO
1149,-0.0062782607514667394,-0.1902849153327702,1,-5171.995724583445,-0.9284398347808235,40.7764,-73.9827,82657.22,0,0,1,0,2CORC
1150,-0.01739829333998468,-0.18764689670974039,1,-14332.615724574185,-0.9155683910816144,40.7764,-73.9827,73496.6,0,0,1,0,2DAKO
1151,-0.10609106010326362,-0.16660620563378456,1,-87397.21572450038,-0.8129064658729245,40.7764,-73.9827,432.0,0,0,1,0,2ERSP
1152,-0.09357337286672318,-0.1695757915396166,1,-77085.2157245108,-0.8273956955785824,40.7764,-73.9827,10744.0,0,0,1,0,2ERT
1153,0.017726249645293835,-0.195979534027391,1,14602.784275396572,-0.9562250684696181,40.7764,-73.9827,102432.0,0,0,1,0,2FIROM
1154,-0.09987607451833866,-0.16808059409302548,1,-82277.34572450556,-0.8201003150285787,40.7764,-73.9827,5551.87,0,0,1,0,2FLBV
1155,-0.08256577125105088,-0.1734566528899784,1,-68017.21572453082,-0.8463312284590317,40.7864,-73.9764,19812.0,0,0,1,0,2FRI
1156,0.0018615863030188927,-0.19221594097927053,1,1533.5642754097607,-0.9378617121222773,40.7764,-73.9827,89362.77999999998,0,0,1,0,2GABRI
1157,0.09859230575820185,-0.21806895240002638,1,81219.78427530476,-1.0640039531406833,40.7975,-73.9683,169049.0,0,0,1,0,2GENNA
1158,-0.10561687622378245,-0.16671869684231777,1,-87006.58572450076,-0.8134553339683394,40.7764,-73.9827,822.63,0,0,1,0,2INDIE
1159,-0.10328453441565937,-0.17017746829709776,1,-85085.2157245272,-0.8303314021128094,40.7975,-73.9683,2744.0,0,0,1,0,2INF
1160,-0.10600365964933664,-0.16789645460935337,1,-87325.2157245113,-0.819201860038081,40.7864,-73.9764,504.0,0,0,1,0,2ISABE
1161,-0.09782603617644228,-0.17147239435906794,1,-80588.53572453174,-0.8366496167591279,40.7975,-73.9683,7240.68,0,0,1,0,2ISO
1162,-0.01674837385332412,-0.18780107788642608,1,-13797.215724574731,-0.9163206732368133,40.7764,-73.9827,74032.0,0,0,1,0,2JEANG
1163,-0.012368882773819229,-0.190109544651545,1,-10189.415724589251,-0.9275841646084539,40.7864,-73.9764,77639.79999999999,0,0,1,0,2LAVEL
1164,0.027704237496708438,-0.1983466240123228,1,22822.594275388263,-0.9677745947716799,40.7764,-73.9827,110651.81,0,0,1,0,2LEO
1165,0.2629467350761103,-0.25415348290438056,1,216614.0342751925,-1.2400679121834548,40.7764,-73.9827,304443.25000000006,0,0,1,0,2LIN
1166,-0.07214326711867382,-0.17465968114217273,1,-59431.215724528614,-0.8522010545025237,40.7764,-73.9827,28398.0,0,0,1,0,2LUC
1167,-0.0985260652566952,-0.1713063256235971,1,-81165.21572453115,-0.8358393327224076,40.7975,-73.9683,6664.0,0,0,1,0,2MACC
1168,-0.027669618964965673,-0.1881156850738832,1,-22794.075724590126,-0.9178557073966821,40.7975,-73.9683,65035.14,0,0,1,0,2MARL
1169,-0.10253677497636386,-0.16744939294296568,1,-84469.21572450334,-0.8170205528180529,40.7764,-73.9827,3360.0,0,0,1,0,2MITO
1170,-0.10345933532352314,-0.1685000477104612,1,-85229.21572451341,-0.8221469168130092,40.7864,-73.9764,2600.0,0,0,1,0,2OUE
1171,-0.028729519414287478,-0.18495877640363295,1,-23667.21572456476,-0.9024524908090742,40.7764,-73.9827,64162.0,0,0,1,0,2PAPP
1172,-0.10002886750635877,-0.1680443468298401,1,-82403.21572450543,-0.8199234570628056,40.7764,-73.9827,5426.0,0,0,1,0,2PICB
1173,-0.103944893400985,-0.17002081054566515,1,-85629.21572452664,-0.8295670362322936,40.7975,-73.9683,2200.0,0,0,1,0,2PIZC
1174,-0.10206189917665204,-0.17046751551629422,1,-84078.0157245282,-0.8317466030592348,40.7975,-73.9683,3751.2,0,0,1,0,2REGIO
1175,-0.10617846055720377,-0.16658547151962433,1,-87469.2157245003,-0.8128052998005031,40.7764,-73.9827,360.0,0,0,1,0,2RIGO
1176,-0.09909416820727651,-0.1682660866618311,1,-81633.2157245062,-0.8210053720039768,40.7764,-73.9827,6196.0,0,0,1,0,2RIP2
1177,-0.10459192381705505,-0.16696184752691726,1,-86162.23572450162,-0.814641716930129,40.7764,-73.9827,1666.98,0,0,1,0,2RIQU
1178,-0.06145856162448949,-0.17719442659825635,1,-50629.21572453751,-0.864568606856015,40.7764,-73.9827,37200.0,0,0,1,0,2RON
1179,-0.09587006257303957,-0.16903094509529598,1,-78977.21572450889,-0.8247372760088476,40.7764,-73.9827,8852.0,0,0,1,0,2ROSW
1180,-0.08762043083727322,-0.17389348231269672,1,-72181.21572454022,-0.8484626104256302,40.7975,-73.9683,15648.0,0,0,1,0,2RUR
1181,-0.09729371885610925,-0.16869320941353103,1,-80150.0157245077,-0.8230893930958533,40.7764,-73.9827,7679.199999999999,0,0,1,0,2SALU
1182,-0.07253488184708543,-0.1745667779120447,1,-59753.825724528295,-0.8517477602438598,40.7764,-73.9827,28075.39,0,0,1,0,2SAMB
1183,-0.09161657381463172,-0.1713095201791673,1,-75473.21572452328,-0.8358549196260812,40.7864,-73.9764,12356.0,0,0,1,0,2SERW
1184,-0.07014883731558036,-0.17640233696976468,1,-57788.21572454115,-0.8607038361645374,40.7864,-73.9764,30041.0,0,0,1,0,2SNK
1185,-0.05575568200490736,-0.17981684240861753,1,-45931.21572455313,-0.8773639211742333,40.7864,-73.9764,41898.0,0,0,1,0,2SPIG
1186,-0.1029264353335269,-0.16862646821207689,1,-84790.21572451387,-0.8227637488379109,40.7864,-73.9764,3039.0,0,0,1,0,2STO
1187,-0.10403714943569962,-0.16999892453627383,1,-85705.21572452657,-0.8294602498225156,40.7975,-73.9683,2124.0,0,0,1,0,2TART
1188,0.03008332640876731,-0.19891101811871562,1,24782.4742753863,-0.9705283914663586,40.7764,-73.9827,112611.69000000002,0,0,1,0,2TELEP
1189,-0.08496904095538305,-0.17452247470365084,1,-69997.01572454243,-0.8515315956392746,40.7975,-73.9683,17832.2,0,0,1,0,2TEN
1190,-0.09837068667189616,-0.16970723391267695,1,-81037.21572451766,-0.8280370303628658,40.7864,-73.9764,6792.0,0,0,1,0,2TIG
1191,-0.05944116492433286,-0.17894253089029144,1,-48967.295724550066,-0.8730979727137258,40.7864,-73.9764,38861.92,0,0,1,0,2TMR
1192,-0.10154138091761411,-0.16895504632675432,1,-83649.21572451502,-0.8243669500689188,40.7864,-73.9764,4180.0,0,0,1,0,2TOL
1193,-0.09577295095756368,-0.17032349786132703,1,-78897.21572451982,-0.8310439108487175,40.7864,-73.9764,8932.0,0,0,1,0,2TPP
1194,-0.07125146687576359,-0.17777671119952151,1,-58696.55572455384,-0.8674096950108413,40.7975,-73.9683,29132.66,0,0,1,0,2UWS
1195,-0.09450175991082838,-0.1722610163911509,1,-77850.01572453452,-0.8404974683236682,40.7975,-73.9683,9979.2,0,0,1,0,2VARE
1196,-0.10046562699702158,-0.17115480789878373,1,-82763.01572450568,-0.835100046105042,40.7975,-73.9683,5066.2,0,1,0,0,3ACADE
1197,0.25246910796303323,-0.25197646972542437,1,207982.62427522492,-1.2294458103071655,40.7764,-73.9827,295811.8399999999,0,1,0,0,3ACKER
1198,-0.07852350025627643,-0.1734546976337369,1,-64687.21572449946,-0.8463216883555577,40.7764,-73.9827,23142.0,0,1,0,0,3BACC
1199,-0.08875663673846633,-0.17393254565387253,1,-73117.21572451542,-0.8486532086239363,40.7975,-73.9683,14712.0,0,1,0,0,3BCW
1200,0.4365899389713545,-0.295655674549806,1,359660.3242750717,-1.4425657711805044,40.7764,-73.9827,447489.54,0,1,0,0,3BEACO
1201,-0.08775638709891243,-0.17253388371316736,1,-72293.21572450263,-0.841828844964465,40.7864,-73.9764,15536.0,0,1,0,0,3BEST
1202,-0.1054646901833302,-0.1670634069438575,1,-86881.21572447705,-0.8151372465317243,40.7764,-73.9827,948.0,0,1,0,0,3BIN
1203,-0.04297822119689153,-0.18188714667316416,1,-35405.215724529044,-0.8874653679755221,40.7764,-73.9827,52424.0,0,1,0,0,3CENT
1204,-0.10596967058387334,-0.16694360983982082,1,-87297.21572447663,-0.814552731446624,40.7764,-73.9827,532.0,0,1,0,0,3CITA
1205,-0.07729751466656447,-0.17665100688036764,1,-63677.25572452498,-0.8619171485824525,40.7975,-73.9683,24151.96,0,1,0,0,3GACP
1206,0.339697140229861,-0.27557514730568494,1,279840.58427512797,-1.3445886857965172,40.7975,-73.9683,367669.80000000005,0,1,0,0,3GOTHA
1207,-0.09044449731042596,-0.17353213247284416,1,-74507.66572451402,-0.8466995091045187,40.7975,-73.9683,13321.55,0,1,0,0,3IWS
1208,-0.06011599354033742,-0.17909104731632833,1,-49523.21572452565,-0.873822615367668,40.7864,-73.9764,38306.0,0,1,0,0,3JJWIN
1209,-0.08481310397878251,-0.17486807464425647,1,-69868.55572451871,-0.8532178499132669,40.7975,-73.9683,17960.66,0,1,0,0,3JUNI
1210,-0.10591625919535436,-0.1669562806873631,1,-87253.21572447667,-0.8146145551575478,40.7764,-73.9827,576.0,0,1,0,0,3NANCY
1211,-0.09772975000962619,-0.16889837604703456,1,-80509.21572448348,-0.8240904439410001,40.7764,-73.9827,7320.0,0,1,0,0,3NEWER
1212,-0.07134695187166427,-0.1780626660050598,1,-58775.215724529924,-0.8688049282165027,40.7975,-73.9683,29054.0,0,1,0,0,3ORALI
1213,0.07072386984861333,-0.2088608296428692,1,58261.92427537632,-1.019075599485609,40.7764,-73.9827,146091.14,0,1,0,0,3POUR
1214,0.22140829763951955,-0.24343673236310173,1,182394.90427525854,-1.1877786485572137,40.778,-73.9884,270224.12,0,1,0,0,3RENA
1215,-0.10626586101112816,-0.168142859092131,1,-87541.21572448724,-0.8204041189605986,40.7864,-73.9764,288.0,0,1,0,0,3ROSEW
1216,0.12712591981715196,-0.22224115537569972,1,104725.61427532927,-1.0843610026452748,40.7764,-73.9827,192554.82999999993,0,1,0,0,3ROSO
1217,-0.10594539268001424,-0.16821888417738504,1,-87277.2157244875,-0.820775061226143,40.7864,-73.9764,552.0,0,1,0,0,3SEVNI
1218,0.016537846250745634,-0.19891168171455686,1,13623.784275396927,-0.9705316292890317,40.7975,-73.9683,101453.0,0,1,0,0,3WEGO
1219,-0.03390995068148781,-0.18530793818847785,1,-27934.825724547467,-0.9041561240648489,40.7864,-73.9764,59894.39,0,1,0,0,3WESID
1220,0.16950927686431386,-0.23520127704962657,1,139640.78427526954,-1.1475961424598902,40.7975,-73.9683,227470.0,0,1,0,0,3WHOL
1221,0.29465520704126275,-0.261984328435862,1,242735.29427518987,-1.27827624266897,40.7764,-73.9827,330564.50999999995,0,1,0,0,3WINEL
1222,-0.09509316964911127,-0.17079337001894232,1,-78337.21572449653,-0.8333365152184415,40.7864,-73.9764,9492.0,0,1,0,0,3WINPL
1223,-0.10661546282690457,-0.16648180094882337,1,-87829.21572449994,-0.8122994694383971,40.7764,-73.9827,0.0,0,0,1,0,6METROPOL
1224,-0.10238139639164993,-0.17523871191250098,1,-84341.21572455997,-0.8550262665367852,40.7918,-73.9447,3488.0,0,0,1,0,2ABV
1225,-0.10083732170538903,-0.1771423417287668,1,-83069.21572457379,-0.8643144739020766,40.8011,-73.9371,4760.0,0,0,1,0,2ACQO
1226,-0.08509067325381975,-0.17804197138406153,1,-70097.21572457252,-0.8687039548394649,40.8246,-73.9507,17732.0,0,0,1,0,2AMST
1227,-0.09939035863464346,-0.18042087029953752,1,-81877.21572460918,-0.8803110993794422,40.8662,-73.9221,5952.0,0,0,1,0,2ANC
1228,-0.08199402661491222,-0.17877659256770945,1,-67546.21572457512,-0.8722883249887213,40.8246,-73.9507,20283.0,0,0,1,0,2ANC2
1229,-0.09773540676131325,-0.17418882031901614,1,-80513.87572455335,-0.8499036262271833,40.8116,-73.955,7315.34,0,0,1,0,2BABB
1230,-0.04267513584503497,-0.1872508342034168,1,-35155.53572459916,-0.9136359194125339,40.8116,-73.955,52673.68,0,0,1,0,2BETO
1231,-0.06341071145806897,-0.18318513463547312,1,-52237.38572459056,-0.8937985222729404,40.8246,-73.9507,35591.83,0,0,1,0,2BONO
1232,-0.10465380819409183,-0.17340098549787156,1,-86213.21572455624,-0.8460596156291866,40.8246,-73.9507,1616.0,0,0,1,0,2CHIK
1233,-0.07932709887453325,-0.17855584520291218,1,-65349.21572456866,-0.8712112525022225,40.8116,-73.955,22480.0,0,0,1,0,2DUERE
1234,-0.06346188927943171,-0.18317299365973708,1,-52279.54572459052,-0.8937392839172004,40.8246,-73.9507,35549.67,0,0,1,0,2FUMO
1235,-0.07288133967435134,-0.18049476286831884,1,-60039.23572457475,-0.8806716366518313,40.8019,-73.9531,27789.98,0,0,1,0,2HARL
1236,-0.10547440134499259,-0.17495989822816102,1,-86889.21572457052,-0.8536658763525684,40.8382,-73.942,940.0,0,0,1,0,2HTH
1237,-0.059588191910225956,-0.18323852969646862,1,-49088.41572458508,-0.8940590479248139,40.8116,-73.955,38740.8,0,0,1,0,2ILCO
1238,-0.10370211436228935,-0.17318311364824923,1,-85429.2157245491,-0.8449965733816549,40.8019,-73.9531,2400.0,0,0,1,0,2JADO
1239,-0.06848458700517918,-0.1811280272540072,1,-56417.21572457768,-0.8837614658198075,40.8116,-73.955,31412.0,0,0,1,0,2MAXCO
1240,-0.06507596930151298,-0.1819366577062547,1,-53609.2157245805,-0.8877069426442341,40.8116,-73.955,34220.000000000015,0,0,1,0,2MAXSO
1241,-0.03832778871024376,-0.18828216056069702,1,-31574.215724602782,-0.9186679760581373,40.8116,-73.955,56255.0,0,0,1,0,2MXC
1242,-0.10502283233293976,-0.1724600156398155,1,-86517.21572454728,-0.8414684272103912,40.8116,-73.955,1312.0,0,0,1,0,2NECT
1243,-0.10512479952920414,-0.17284560834553056,1,-86601.2157245479,-0.8433498145361322,40.8019,-73.9531,1228.0,0,0,1,0,2PANI
1244,-0.10332823464266609,-0.1737154528959679,1,-85121.21572455735,-0.8475939677275752,40.8246,-73.9507,2708.0,0,0,1,0,2PICA
1245,0.03993082052681261,-0.20684754397449523,1,32894.78427533207,-1.0092523583209438,40.8116,-73.955,120724.0,0,0,1,0,2PRR
1246,-0.10418608223704069,-0.1735119446857475,1,-85827.90572455664,-0.8466010086759176,40.8246,-73.9507,2001.31,0,0,1,0,2RGOT
1247,-0.10632412798049323,-0.1721513077178748,1,-87589.2157245462,-0.8399621767987864,40.8116,-73.955,240.0,0,0,1,0,2SERF
1248,-0.010653648865287165,-0.195257112341283,1,-8776.415724626548,-0.9527002222162027,40.8019,-73.9531,79052.79999999999,0,0,1,0,2SKDL
1249,-0.1063726837882505,-0.17429185403251882,1,-87629.21572455665,-0.8504063492295504,40.7918,-73.9447,200.0,0,0,1,0,2SPAH
1250,-0.10546044155027974,-0.17625024868991207,1,-86877.71572458182,-0.8599617656899992,40.8496,-73.9356,951.4999999999999,0,0,1,0,2TBL
1251,-0.051541329227581596,-0.18600092236978388,1,-42459.45572460044,-0.9075373385855707,40.8246,-73.9507,45369.759999999995,0,0,1,0,2TONA
1252,-0.09991233356783825,-0.17452581119106209,1,-82307.2157245602,-0.8515478750580369,40.8246,-73.9507,5522.0,0,0,1,0,2TONE
1253,-0.10051199779348545,-0.1756821915764829,1,-82801.21572456152,-0.8571900964191275,40.7918,-73.9447,5028.0,0,0,1,0,2TRE
1254,-0.04799891599566486,-0.185987867474634,1,-39541.235724594735,-0.9074736410261776,40.8116,-73.955,48287.979999999996,0,0,1,0,2VFINO
1255,-0.09999367668475263,-0.17406287075128046,1,-82374.22572455218,-0.8492890919870164,40.8019,-73.9531,5454.99,0,0,1,0,2VINA
1256,-0.09014615828875722,-0.17684265262627444,1,-74261.89572456831,-0.8628522281937553,40.8246,-73.9507,13567.32,0,0,1,0,2WINU
1257,-0.0687734940613286,-0.18768414567937614,1,-56655.215724634654,-0.9157501365823226,40.8662,-73.9221,31174.0,0,0,1,0,2ZAM
1258,-0.055722324165042955,-0.1883582885556905,1,-45903.73572459936,-0.9190394204417889,40.8496,-73.9356,41925.479999999996,0,1,0,0,3CAB
1259,0.03498946591796522,-0.2098779549471752,1,28824.124275325117,-1.0240383662284684,40.8496,-73.9356,116653.34,0,1,0,0,3CWI
1260,-0.10503739907526345,-0.17622344498097958,1,-86529.21572454754,-0.8598309847973085,40.8135,-73.9381,1300.0,0,1,0,0,3DIO
1261,-0.09305431128198897,-0.1792973214199902,1,-76657.61572455641,-0.8748290697909652,40.8011,-73.9371,11171.6,0,1,0,0,3ERWS
1262,-0.1053044560178291,-0.17270181254166858,1,-86749.2157245232,-0.8426482047834815,40.8116,-73.955,1080.0,0,1,0,0,3HALR
1263,-0.10588712571077398,-0.17341701093442488,1,-87229.21572453136,-0.8461378070803578,40.8246,-73.9507,600.0,0,1,0,0,3HWG
1264,-0.07807798858134705,-0.18168698495981764,1,-64320.20572456462,-0.886488737180885,40.8183,-73.9426,23509.010000000002,0,1,0,0,3HWH
1265,-0.10375067017000406,-0.17307041901562759,1,-85469.21572452447,-0.844446712737636,40.8116,-73.955,2360.0,0,1,0,0,3HWS
1266,-0.10372153668535733,-0.17307733038701437,1,-85445.2157245245,-0.8444804347617767,40.8116,-73.955,2384.0,0,1,0,0,3LENO
1267,-0.10176161792263307,-0.17723167665756664,1,-83830.64572454918,-0.8647503576734729,40.8011,-73.9371,3998.57,0,1,0,0,3MADI
1268,-0.1044061735745832,-0.17660430555915044,1,-86009.21572454697,-0.8616892830846588,40.8011,-73.9371,1820.0,0,1,0,0,3MHL
1269,-0.10566862457594176,-0.1752224292441743,1,-87049.2157245465,-0.85494681999808,40.8382,-73.942,780.0,0,1,0,0,3PAT
1270,-0.057906704288046236,-0.1878400854480657,1,-47703.21572459755,-0.9165109992751151,40.8496,-73.9356,40126.0,0,1,0,0,3PINV
1271,0.08221685959629169,-0.22381237458540632,1,67729.78427526349,-1.092027309251415,40.8662,-73.9221,155559.0,0,1,0,0,3PJLIQ
1272,-0.09293486399493878,-0.1790945438445507,1,-76559.21572455762,-0.8738396756589655,40.8135,-73.9381,11270.0,0,1,0,0,3POM
1273,-0.08377408252681595,-0.18041649762558726,1,-69012.61572456472,-0.8802897641901929,40.8382,-73.942,18816.6,0,1,0,0,3TAS
1274,-0.05996789832675926,-0.1834570583146531,1,-49401.21572456092,-0.8951252946832985,40.8116,-73.955,38428.0,0,1,0,0,3VINTAG
1275,-0.024769817570664383,-0.19395920635253422,1,-20405.235724600716,-0.9463674678849011,40.7918,-73.9447,67423.98,0,1,0,0,3VINY
1276,0.21412441664179235,-0.2488900883296751,1,176394.4842752102,-1.2143867110184552,40.8019,-73.9531,264223.7,0,1,0,0,3WIN
1277,-0.10626586101112045,-0.16566991726697897,1,-87541.21572448089,-0.8083381194274695,40.7152,-73.9877,288.0,0,0,1,0,2ADC
1278,-0.10500947948578365,-0.17075874567776606,1,-86506.21572452557,-0.8331675758280286,40.7651,-73.9638,1323.0,0,0,1,0,2AROT
1279,-0.09440124938871187,-0.1657536272180065,1,-77767.21572446432,-0.8087465577577784,40.6794,-74.0014,10062.0,0,0,1,0,2BREW
1280,-0.10582885874138756,-0.16304264179156128,1,-87181.2157244548,-0.795519093788707,40.6794,-74.0014,648.0,0,0,1,0,2CAJ
1281,-0.10616389381488618,-0.1679667202227835,1,-87457.21572450506,-0.8195447006379771,40.7546,-73.9762,372.0,0,0,1,0,2CCEN
1282,-0.05401118108321373,-0.18023069244751697,1,-44494.105724554574,-0.8793831819289173,40.7864,-73.9764,43335.11,0,0,1,0,2CEV
1283,-0.1057341749164099,-0.17444332825541134,1,-87103.21572455719,-0.8511454235919609,40.7918,-73.9447,726.0,0,0,1,0,2CONT
1284,-0.08883959433594152,-0.1670730252941619,1,-73185.55572446894,-0.8151841764712409,40.6794,-74.0014,14643.66,0,0,1,0,2DOV
1285,-0.10473147320848937,-0.16603392191948968,1,-86277.19572448217,-0.8101141741338842,40.7152,-73.9877,1552.02,0,0,1,0,2JAD
1286,0.03420982959047924,-0.2629240761413944,1,28181.864274966672,-1.2828614679504082,40.701,-73.6758,116011.07999999999,0,0,1,0,2LGA
1287,-0.10554116558048766,-0.1605703773845753,1,-86944.21572444389,-0.7834563995202599,40.7085,-74.0135,885.0,0,0,1,0,2OHAR
1288,-0.10472178632488098,-0.1682005549503695,1,-86269.21572451237,-0.8206856291002584,40.7864,-73.9764,1560.0,0,0,1,0,2PEK
1289,-0.10661546282684897,-0.16285603476411953,1,-87829.21572445414,-0.7946085991369163,40.6794,-74.0014,0.0,0,0,1,0,2PRIME
1290,-0.10517335533689771,-0.16820170684993238,1,-86641.21572450588,-0.8206912494587507,40.7546,-73.9762,1188.0,0,0,1,0,2RAME
1291,-0.09973068629094398,-0.1644893185312795,1,-82157.57572445986,-0.8025777316784017,40.6794,-74.0014,5671.639999999999,0,0,1,0,2RAVI
1292,-0.10486745374809336,-0.16628530314142398,1,-86389.21572449477,-0.8113407156059264,40.7651,-73.9858,1440.0,0,0,1,0,2SURR
1293,-0.10591625919539648,-0.16791718872351355,1,-87253.21572451138,-0.8193030261105022,40.7864,-73.9764,576.0,0,0,1,0,2TAS
1294,-0.10555209063725021,-0.1621734722547127,1,-86953.21572446037,-0.7912782341295114,40.7339,-74.0054,876.0,0,0,1,0,2TLH
1295,-0.10617846055721605,-0.16860974699643763,1,-87469.21572451042,-0.8226821625352958,40.7589,-73.973,360.0,0,0,1,0,2TLM
1296,-0.09861832129132451,-0.1647532062097772,1,-81241.21572446081,-0.8038652947634558,40.6794,-74.0014,6588.0,0,0,1,0,2VIGN
1297,-0.10494028745963434,-0.16254577909269866,1,-86449.21572443224,-0.7930947969324165,40.7143,-74.006,1380.0,0,1,0,0,3BBW
1298,-0.10539185647172658,-0.1683502002337329,1,-86821.21572448796,-0.8214157796848105,40.7864,-73.9764,1008.0,0,1,0,0,3SHIM
1299,-0.10319475471926486,0.8414455258740027,1,-85011.25571803999,4.105588420675925,42.8967,-78.8846,2817.96,0,0,1,0,2BSL
1300,-0.09813761878686406,0.840245815471837,1,-80845.21571804419,4.099734783115514,42.8967,-78.8846,6984.0,0,0,1,0,2TETO
1301,-0.10661546282687383,-0.16367288538767255,1,-87829.21572447462,-0.7985941838935738,40.7484,-73.9967,0.0,0,0,1,0,6CAVEGGIA
1302,-0.10661546282681644,-0.16166704398455128,1,-87829.21572442734,-0.7888072648534932,40.7484,-73.9967,0.0,0,0,0,1,6CRIPPIN
1303,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,6LABATT
1304,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,6MATT
1305,-0.10661546282672955,-0.1572477811483001,1,-87829.21572435576,-0.7672447587012492,40.7484,-73.9967,0.0,1,0,0,0,6MISKIEL
1306,-0.10661546282672955,-0.1572477811483001,1,-87829.21572435576,-0.7672447587012492,40.7484,-73.9967,0.0,1,0,0,0,6PETRIZ
1307,-0.10661546282687383,-0.16367288538767255,1,-87829.21572447462,-0.7985941838935738,40.7484,-73.9967,7.105427357601002e-15,0,0,1,0,6SINA
1308,-0.10661546282681644,-0.16166704398455128,1,-87829.21572442734,-0.7888072648534932,40.7484,-73.9967,0.0,0,0,0,1,7ASCAN
1309,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,7CLEMENTE
1310,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,7DEIESO
1311,-0.10661546282681644,-0.16166704398455128,1,-87829.21572442734,-0.7888072648534932,40.7484,-73.9967,0.0,0,0,0,1,7HORVATH
1312,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,7LABATT
1313,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,7MATT
1314,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,7SECOLA
1315,-0.10661546282672955,-0.1572477811483001,1,-87829.21572435576,-0.7672447587012492,40.7484,-73.9967,0.0,1,0,0,0,6BASILE
1316,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,6BLOOMFIELD
1317,-0.10661546282672955,-0.1572477811483001,1,-87829.21572435576,-0.7672447587012492,40.7484,-73.9967,0.0,1,0,0,0,6DONOVAN
1318,-0.10661546282681644,-0.16166704398455128,1,-87829.21572442734,-0.7888072648534932,40.7484,-73.9967,0.0,0,0,0,1,6GREG
1319,-0.10661546282681644,-0.16166704398455128,1,-87829.21572442734,-0.7888072648534932,40.7484,-73.9967,0.0,0,0,0,1,6HOWARD
1320,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,6MARINO
1321,-0.10661546282672955,-0.1572477811483001,1,-87829.21572435576,-0.7672447587012492,40.7484,-73.9967,0.0,1,0,0,0,6MOS
1322,-0.10661546282672955,-0.1572477811483001,1,-87829.21572435576,-0.7672447587012492,40.7484,-73.9967,0.0,1,0,0,0,6PREALONI
1323,-0.10661546282684488,-0.16398149221293074,1,-87829.21572445077,-0.8000999410333549,40.7484,-73.9967,0.0,0,1,0,0,7INNOCENTI
1324,-0.08166506101731458,-0.17132680928067603,1,-67275.21572446958,-0.8359392767624322,40.694,-73.9903,20554.0,0,1,0,0,2YORK
