,component_1_scaled,component_2_scaled,cluster_group,component_1,component_2,latitude,longitude,Sales Amount (Actual),Distributors,Off premise,On premise,Others,No_
80,-0.10601337081082325,-0.1620640422077562,1,-87333.21572445998,-0.7907443020806221,40.7339,-74.0054,496.0,0,0,1,0,2SCUD
81,-0.07644050465982477,-0.1697063648535759,1,-62971.25572448557,-0.828032790042046,40.7185,-74.0025,24857.96,0,0,1,0,2SOHO
82,-0.10211263999566746,-0.16361613350130239,1,-84119.81572446422,-0.7983172795897678,40.7185,-74.0025,3709.4,0,0,1,0,2SORA
83,0.3696017032425642,-0.27552149099977125,1,304475.7942751432,-1.344326885476138,40.7185,-74.0025,392305.01,0,0,1,0,2SPRIN
84,-0.1063095612380649,-0.16199377659865777,1,-87577.21572445973,-0.7904014615018613,40.7339,-74.0054,252.0,0,0,1,0,2STH
85,-0.09073356217283243,-0.16631560573491252,1,-74745.79572447369,-0.8114885682869586,40.7185,-74.0025,13083.420000000004,0,0,1,0,2STUZZ
86,-0.09261196787333235,-0.16524327304565237,1,-76293.21572447116,-0.806256433185205,40.7339,-74.0054,11536.0,0,0,1,0,2TANK
87,0.13013767876516333,-0.22141083150051527,1,107206.68427532117,-1.0803096790805946,40.7313,-73.9892,195035.9,0,0,1,0,2TARR
88,-0.09549618285335876,-0.16518576353799058,1,-78669.21572446973,-0.8059758322889203,40.7185,-74.0025,9160.0,0,0,1,0,2TELE
89,-0.10540253874940711,-0.16368130463366515,1,-86830.01572446879,-0.7986352631527714,40.7255,-73.9983,999.2,0,0,1,0,2TEMP
90,-0.08732424040997977,-0.16982208047687425,1,-71937.21572449779,-0.8285973907303811,40.7313,-73.9892,15892.0,0,0,1,0,2THA
91,-0.0698822295141704,-0.17430124965727378,1,-57568.58572451116,-0.8504521924446046,40.7152,-73.9877,30260.63,0,0,1,0,2TINY
92,-0.09989048345426337,-0.16718235570544196,1,-82289.2157244862,-0.8157176223768602,40.7152,-73.9877,5540.0,0,0,1,0,2TODD
93,-0.10528503369468227,-0.1655612200169546,1,-86733.21572448283,-0.8078077628478254,40.7313,-73.9892,1096.0,0,0,1,0,2UNISQ
94,-0.10279898847708833,-0.16345331023064527,1,-84685.22572446363,-0.7975228308535504,40.7185,-74.0025,3143.99,0,0,1,0,2VEL
95,-0.09791426207906226,-0.1673097969777975,1,-80661.21572448897,-0.816339434955346,40.7313,-73.9892,7168.0,0,0,1,0,2VERIT
96,0.004413703835997505,-0.19158518264702806,1,3635.9842754258593,-0.9347841105123458,40.7313,-73.9892,91465.2,0,0,1,0,2VIAD
97,-0.09659354410840963,-0.16796449256737367,1,-79573.21572448895,-0.8195338314420818,40.7152,-73.9877,8256.0,0,0,1,0,2WD50
98,-0.06914251820002407,-0.17198586960110113,1,-56959.215724500085,-0.8391549696823674,40.7402,-73.9996,30870.0,0,0,1,0,2ZAG
99,-0.06383318340218092,-0.17198905969935632,1,-52585.41572449029,-0.8391705348378702,40.7143,-74.006,35243.8,0,0,1,0,2ADRIE
100,0.014075678351685739,-0.19055291088605036,1,11595.464275440043,-0.9297474410446952,40.7339,-74.0054,99424.67999999998,0,0,1,0,2AJD
101,-0.10460678189417695,-0.16302444523740828,1,-86174.47572446213,-0.7954303090014219,40.7185,-74.0025,1654.74,0,0,1,0,2ANG
102,-0.10548654029679509,-0.16218902284033287,1,-86899.21572446043,-0.7913541086838274,40.7339,-74.0054,930.0,0,0,1,0,2APDI
103,-0.10158750893493612,-0.16643838823545384,1,-83687.2157244859,-0.8120876497449774,40.7313,-73.9892,4142.0,0,0,1,0,2AROM
104,-0.07959901139782331,-0.17199612587630006,1,-65573.2157245031,-0.8392050121906478,40.7152,-73.9877,22256.0,0,0,1,0,2AZUL
105,-0.09741899284006802,-0.16742729029137188,1,-80253.21572448938,-0.8169127093657326,40.7313,-73.9892,7576.0,0,0,1,0,2BALL
106,-0.10495970978276692,-0.16231400347290964,1,-86465.21572446087,-0.7919639152870331,40.7339,-74.0054,1364.0,0,0,1,0,2BARBU
107,-0.10525590021001861,-0.16371609186964503,1,-86709.2157244689,-0.7988049973409448,40.7255,-73.9983,1120.0,0,0,1,0,2BLUER
108,-0.10295789949689452,-0.16396380627566556,1,-84816.13572447195,-0.800013647652486,40.7402,-73.9996,3013.08,0,0,1,0,2BOTTI
109,-0.10558122412189692,-0.16216656088332604,1,-86977.21572446034,-0.7912445121053713,40.7339,-74.0054,852.0,0,0,1,0,2BRD
110,-0.09938307526333437,-0.16696134867038312,1,-81871.21572448775,-0.8146392829049341,40.7313,-73.9892,5958.0,0,0,1,0,2CBAR
111,-0.1024838977017231,-0.1682032809502826,1,-84425.65572449764,-0.8206989298230432,40.7262,-73.9796,3403.56,0,0,1,0,2CIEN
112,-0.10653963079410463,-0.16185775813647554,1,-87766.74572445475,-0.7897377990232315,40.7143,-74.006,62.47,0,0,1,0,2DEMI
113,-0.0940686421056695,-0.1655244207359404,1,-77493.21572447091,-0.8076282114717999,40.7185,-74.0025,10336.0,0,0,1,0,2ESTA
114,-0.10428963963589356,-0.1633633034946297,1,-85913.21572446241,-0.7970836691944704,40.7101,-74.0013,1916.0,0,0,1,0,2GOAT
115,-0.05768091978191696,-0.17442034581816812,1,-47517.215724501184,-0.8510332874817514,40.7101,-74.0013,40312.0,0,0,1,0,2GOLD
116,-0.08309575789252019,-0.16750081491436647,1,-68453.81572447908,-0.8172714513537984,40.7339,-74.0054,19375.4,0,0,1,0,2GRANO
117,-0.0908790110949721,-0.1709563220716161,1,-74865.61572450728,-0.8341315923090089,40.7262,-73.9796,12963.6,0,0,1,0,2ILBAG
118,-0.09148644424981409,-0.1655102823602264,1,-75366.01572447209,-0.8075592273844958,40.7339,-74.0054,12463.2,0,0,1,0,2ILBAS
119,-0.07377879666879773,-0.17118344276810535,1,-60778.55572449509,-0.8352397616116308,40.7255,-73.9983,27050.66,0,0,1,0,2ILMUL
120,-0.09627598912573593,-0.1652643913840732,1,-79311.61572446907,-0.8063594739680228,40.7101,-74.0013,8517.6,0,0,1,0,2ILPOR
121,-0.08182070665906405,-0.16897820779840436,1,-67403.43572448954,-0.8244799597253828,40.7402,-73.9996,20425.78,0,0,1,0,2INCO
122,-0.10620759404181146,-0.16349032040434514,1,-87493.21572446811,-0.7977034112190251,40.7255,-73.9983,336.0,0,0,1,0,2KITT
123,-0.10625712096571088,-0.16347857107298772,1,-87534.01572446807,-0.7976460837779865,40.7255,-73.9983,295.2,0,0,1,0,2LIG
124,-0.10647707877478355,-0.161954036213184,1,-87715.2157244596,-0.7902075598630537,40.7339,-74.0054,114.0,0,0,1,0,2LITT
125,-0.09960400418854501,-0.16358454391283697,1,-82053.21572446534,-0.7981631473915096,40.7339,-74.0054,5776.0,0,0,1,0,2MAC
126,-0.09907960146492967,-0.16737472220903932,1,-81621.21572448687,-0.8166562187154346,40.7152,-73.9877,6208.0,0,0,1,0,2MANGIA
127,-0.10052170895495878,-0.16866877333213123,1,-82809.21572449926,-0.8229701643522724,40.7262,-73.9796,5020.0,0,0,1,0,2MAT
128,-0.10622216078414314,-0.1637661889013934,1,-87505.21572447495,-0.7990494312194693,40.7484,-73.9967,324.0,0,0,1,0,2MUST
129,-0.10007499552366697,-0.16347281007541814,1,-82441.21572446494,-0.7976179746679064,40.7339,-74.0054,5388.0,0,0,1,0,2ORGA
130,-0.10213376177206211,-0.1663088000219526,1,-84137.21572448545,-0.8114553617923448,40.7313,-73.9892,3692.0,0,0,1,0,2PBN
131,-0.012838854436958386,-0.18946988171896612,1,-10576.575724572243,-0.9244631155941357,40.7262,-73.9796,77252.64,0,0,1,0,2PERB
132,-0.09908445704567968,-0.1643345129621916,1,-81625.21572446673,-0.8018224029822948,40.7185,-74.0025,6204.0,0,0,1,0,2PETRA
133,-0.10418767243964723,-0.1642488330032335,1,-85829.21572447666,-0.8014043525719406,40.7484,-73.9967,2000.0,0,0,1,0,2PIN
134,-0.10523162230616327,-0.16557389086449686,1,-86689.21572448287,-0.807869586558749,40.7313,-73.9892,1140.0,0,0,1,0,2PORS
135,-0.10537728972937108,-0.16284165674265771,1,-86809.2157244615,-0.7945384457679687,40.7185,-74.0025,1020.0,0,0,1,0,2PSSP
136,-0.1061061124036165,-0.1626687572684663,1,-87409.61572446089,-0.793694833130723,40.7185,-74.0025,419.6,0,0,1,0,2REBAR
137,-0.10442074031680261,-0.1624418638435641,1,-86021.21572446132,-0.7925877727336302,40.7339,-74.0054,1808.0,0,0,1,0,2ROH
138,-0.06214682806026719,-0.17247055457925656,1,-51196.20572449648,-0.8415198488965312,40.7339,-74.0054,36633.01000000001,0,0,1,0,2SCAR
139,-0.10630470565731609,-0.16566070210513006,1,-87573.21572448086,-0.8082931567286159,40.7152,-73.9877,256.0,0,0,1,0,2SCHIL
140,-0.10283782098433204,-0.16344409794853437,1,-84717.21572446362,-0.7974778822055398,40.7185,-74.0025,3112.0,0,0,1,0,2TIVO
141,-0.10356130251975137,-0.1659701428240028,1,-85313.21572448427,-0.8098029826094654,40.7313,-73.9892,2516.0,0,0,1,0,2TOC
142,-0.10616632160521973,-0.1626544737676004,1,-87459.21572446084,-0.7936251409474995,40.7185,-74.0025,370.0,0,0,1,0,2VIAV
143,-0.08605207824704601,-0.16679948350289792,1,-70889.2157244766,-0.8138495089541513,40.7339,-74.0054,16940.0,0,0,1,0,2ABG
144,-0.10630470565731745,-0.16531932201841892,1,-87573.21572448198,-0.806627492002911,40.7313,-73.9892,256.0,0,0,1,0,2ALL
145,-0.0007920250070264966,-0.18702582784652186,1,-652.465724547573,-0.9125380664142821,40.7339,-74.0054,87176.74999999999,0,0,1,0,2ARTU
146,0.11450832900618586,-0.21555357960632435,1,94331.31427534696,-1.0517309240521042,40.7402,-73.9996,182160.52999999994,0,0,1,0,2BABBO
147,0.09571316486013913,-0.21358564300504662,1,78847.96427535097,-1.042128950455016,40.7152,-73.9877,166677.18,0,0,1,0,2BACA
148,-0.10661546282685547,-0.16192120719909708,1,-87829.21572445949,-0.7900473802483872,40.7339,-74.0054,0.0,0,0,1,0,2BAME
149,0.3492668101550383,-0.27124561470200576,1,287724.0242751516,-1.3234639921853164,40.7402,-73.9996,375553.24000000005,0,0,1,0,2BASPA
150,-0.06758144898103734,-0.1723562039179068,1,-55673.21572450137,-0.8409619081425571,40.7402,-73.9996,32156.0,0,0,1,0,2BAST
151,0.005099712426779892,-0.18959844271631035,1,4201.11427543822,-0.9250903915446482,40.7402,-73.9996,92030.3300000001,0,0,1,0,2BASTAR
152,-0.10311464978323555,-0.16337842552167006,1,-84945.26572446337,-0.7971574527219892,40.7185,-74.0025,2883.95,0,0,1,0,2BATA
153,-0.10283053761318059,-0.163994020487578,1,-84711.21572447204,-0.8001610691013535,40.7402,-73.9996,3118.0,0,0,1,0,2BEES
154,-0.1063095612380649,-0.16199377659865777,1,-87577.21572445973,-0.7904014615018613,40.7339,-74.0054,252.0,0,0,1,0,2BELL
155,0.05471090493055494,-0.20019285425966762,1,45070.534275406346,-0.9767827376547589,40.7339,-74.0054,132899.75000000012,0,0,1,0,2BOC
156,-0.09363698097482058,-0.1656268242219871,1,-77137.61572447125,-0.8081278594628133,40.7185,-74.0025,10691.6,0,0,1,0,2BUB
157,-0.10625129426877149,-0.16200759934143122,1,-87529.2157244598,-0.790468905550142,40.7339,-74.0054,300.0,0,0,1,0,2BUV
158,-0.09059017687257306,-0.16689781589728445,1,-74627.67572448225,-0.8143292932388813,40.7402,-73.9996,13201.539999999999,0,0,1,0,2CHETR
159,-0.10174652920527368,-0.16370298640172903,1,-83818.21572446452,-0.7987410530264658,40.7185,-74.0025,4011.0,0,0,1,0,2CITYH
160,-0.1033865016118697,-0.16635299113903423,1,-85169.21572448329,-0.8116709794800123,40.7152,-73.9877,2660.0,0,0,1,0,2CODA
161,0.12744062214610502,-0.2186215229662037,1,104984.86427533627,-1.0667000603138097,40.7402,-73.9996,192814.08000000002,0,0,1,0,2CRISPO
162,-0.10204393352771916,-0.16418062751501966,1,-84063.2157244727,-0.801071563753144,40.7402,-73.9996,3766.0,0,0,1,0,2DBAR
163,-0.09993775253310402,-0.1668297619186559,1,-82328.15572448728,-0.8139972436669876,40.7313,-73.9892,5501.0599999999995,0,0,1,0,2DCVH
164,-0.07235387793471663,-0.17004912393679653,1,-59604.71572448799,-0.8297051831796652,40.7339,-74.0054,28224.499999999996,0,0,1,0,2DELL
165,0.26781279176612205,-0.2519221805555586,1,220622.66427521943,-1.2291809221114176,40.7402,-73.9996,308451.88,0,0,1,0,2DELPO
166,-0.09680233408168668,-0.16487590372081878,1,-79745.21572446864,-0.804463961539959,40.7185,-74.0025,8084.0,0,0,1,0,2DUA
167,-0.07803017324957183,-0.16870252961423435,1,-64280.81572448327,-0.8231348683012104,40.7339,-74.0054,23548.4,0,0,1,0,2FIGO
168,-0.10403229385487334,-0.16585840898658397,1,-85701.21572448387,-0.8092578098858622,40.7313,-73.9892,2128.0,0,0,1,0,2FIRS
169,-0.09731459785341728,-0.16745205603884097,1,-80167.21572448946,-0.8170335466189022,40.7313,-73.9892,7662.0,0,0,1,0,2FRANT
170,-0.10548411250642624,-0.16394127697652394,1,-86897.21572447557,-0.7999037224976927,40.7484,-73.9967,932.0,0,0,1,0,2GALO
171,0.0740582093053754,-0.20810703192736416,1,61008.73427536786,-1.0153976630332227,40.7313,-73.9892,148837.94999999998,0,0,1,0,2GRAME
172,-0.10062124836080438,-0.16451813281773836,1,-82891.21572447389,-0.8027183225986668,40.7402,-73.9996,4938.0,0,0,1,0,2HARRI
173,-0.04206946283810227,-0.1808993055411395,1,-34656.58572453431,-0.8826454848239713,40.7152,-73.9877,53172.630000000005,0,0,1,0,2INOTE
174,-0.08307572862185254,-0.17082996000672498,1,-68437.31572450131,-0.8335150454090883,40.7313,-73.9892,19391.9,0,0,1,0,2JDM
175,0.055590517665725245,-0.20406729945150273,1,45795.15427538438,-0.9956869647580159,40.7152,-73.9877,133624.37,0,0,1,0,2LAPA
176,0.2383505236062125,-0.24493281146299029,1,196351.81427524396,-1.195078330877751,40.7402,-73.9996,284181.03,0,0,1,0,2LEZIE
177,-0.04291677382221282,-0.18233446095030584,1,-35354.59572454721,-0.889647907736166,40.7262,-73.9796,52474.619999999995,0,0,1,0,2LFRAN
178,-0.10562006876810398,-0.16333225667729842,1,-87009.21572446973,-0.7969321852899101,40.7402,-73.9996,820.0,0,0,1,0,2LION
179,0.12034945914938332,-0.21723672094225743,1,99143.20427534333,-1.0599433220822563,40.7255,-73.9983,186972.42000000004,0,0,1,0,2LUPAR
180,-0.10461010796701634,-0.1638692939353842,1,-86177.21572446944,-0.7995525022093902,40.7255,-73.9983,1652.0,0,0,1,0,2LURE
181,-0.1039934492086777,-0.16586762414843298,1,-85669.2157244839,-0.8093027725847162,40.7313,-73.9892,2160.0,0,0,1,0,2MONO
182,0.26994411253022393,-0.2512528853722238,1,222378.43427522707,-1.225915291158232,40.7339,-74.0054,310207.65,0,0,1,0,2MURR
183,0.21931619782911863,-0.24256675817539256,1,180671.444275247,-1.1835338628384522,40.7313,-73.9892,268500.66000000003,0,0,1,0,2OTTO
184,-0.10540156763321784,-0.1600256259803992,1,-86829.21572444047,-0.7807984436712353,40.7105,-74.0163,1000.0,0,0,1,0,2PIER
185,0.25145084411880075,-0.25216764281949766,1,207143.78427520773,-1.2303785837514796,40.7262,-73.9796,294973.0,0,0,1,0,2RAGUB
186,-0.06770963631347265,-0.1717775991876083,1,-55778.81572449283,-0.838138774846561,40.7185,-74.0025,32050.4,0,0,1,0,2ROCRE
187,0.001117735606314223,-0.18865379359543386,1,920.7842754414314,-0.920481251234295,40.7402,-73.9996,88750.0,0,0,1,0,2ROSE
