,No_,Name,Address,City,Customer Posting Group,Salesperson Code,Shipment Method Code,Country_Region Code,Gen_ Bus_ Posting Group,County,CityState,Customer,StateCountry,Post Code,GeoColumn With Address,GeoColumn,State Area Code,State Zone Code,State Location Code,Mkt Segment,On premise/off premise,longitude,latitude,coordinates
6092,4SHLFL,SHOPRITE LITTLE FALLS,BROWERTOWN RD. & ROSE ST.,LITTLE FALLS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,LITTLE FALLS NJ,4SHLFL SHOPRITE LITTLE FALLS,"NJ, ",07424,BROWERTOWN RD. & ROSE ST. LITTLE FALLS NJ  07424 ,LITTLE FALLS NJ  ,,,,Metro,Off premise,-74.2144,40.8835,"[-74.2144, 40.8835]"
6093,4SHOCH,SHOPRITE CHESTER,RTE 206 SOUTH & OLD CHESTER RD,CHESTER,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CHESTER NJ,4SHOCH SHOPRITE CHESTER,"NJ, ",07930,RTE 206 SOUTH & OLD CHESTER RD CHESTER NJ  07930 ,CHESTER NJ  ,,,,Metro,Off premise,-74.6776,40.7892,"[-74.6776, 40.7892]"
6094,4SHOLI,SHOPRITE LINCOLN PARK,60 BEAVERBROOK RD.,LINCOLN PARK,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,LINCOLN PARK NJ,4SHOLI SHOPRITE LINCOLN PARK,"NJ, ",07035,60 BEAVERBROOK RD. LINCOLN PARK NJ  07035 ,LINCOLN PARK NJ  ,,,,Metro,Off premise,-74.2995,40.9208,"[-74.2995, 40.9208]"
6095,4SHRIN,SHOPRITE WESTFIELD,333 SOUTH AVE.EAST,WESTFIELD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WESTFIELD NJ,4SHRIN SHOPRITE WESTFIELD,"NJ, ",07090,333 SOUTH AVE.EAST WESTFIELD NJ  07090 ,WESTFIELD NJ  ,,,,Metro,Off premise,-74.3451,40.6479,"[-74.3451, 40.6479]"
6096,4SHRSU,SHOPRITE PARSIPPANY,772 ROUTE 46 WEST,PARSIPPANY,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PARSIPPANY NJ,4SHRSU SHOPRITE PARSIPPANY,"NJ, ",07054,772 ROUTE 46 WEST PARSIPPANY NJ  07054 ,PARSIPPANY NJ  ,,,,Metro,Off premise,-74.4117,40.8621,"[-74.4117, 40.8621]"
6097,4SOME,GARY'S MARKET PLACE,1308 RT. 23N,WAYNE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WAYNE NJ,4SOME GARY'S MARKET PLACE,"NJ, ",07470,1308 RT. 23N WAYNE NJ  07470 ,WAYNE NJ  ,,,,Metro,Off premise,-74.2466,40.9471,"[-74.2466, 40.9471]"
6098,4SPIRI,SPIRITS OF THE VALLEY,1990 WASHINGTON VALLEY RD,MARTINSVILLE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MARTINSVILLE NJ,4SPIRI SPIRITS OF THE VALLEY,"NJ, ",08836,1990 WASHINGTON VALLEY RD MARTINSVILLE NJ  08836 ,MARTINSVILLE NJ  ,,,,Metro,Off premise,-74.5572,40.6,"[-74.5572, 40.6]"
6099,4SPOTS,SPOTSWOOD LIQUORS,75 OLD STAGE ROAD,SPOTSWOOD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SPOTSWOOD NJ,4SPOTS SPOTSWOOD LIQUORS,"NJ, ",08884,75 OLD STAGE ROAD SPOTSWOOD NJ  08884 ,SPOTSWOOD NJ  ,,,,Metro,Off premise,-74.3894,40.3847,"[-74.3894, 40.3847]"
6100,4SRCAL,SHOPRITE CALDWELL,478 BLOOMFIELD AVENUE,CALDWELL,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CALDWELL NJ,4SRCAL SHOPRITE CALDWELL,"NJ, ",07006,478 BLOOMFIELD AVENUE CALDWELL NJ  07006 ,CALDWELL NJ  ,,,,Metro,Off premise,-74.2789,40.8545,"[-74.2789, 40.8545]"
6101,4SRLFL,SHOP-RITE LIQUORS-FAIRLAWN,35-07 BROADWAY,FAIRLAWN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,FAIRLAWN NJ,4SRLFL SHOP-RITE LIQUORS-FAIRLAWN,"NJ, ",07410,35-07 BROADWAY FAIRLAWN NJ  07410 ,FAIRLAWN NJ  ,,,,Metro,Off premise,-74.1166,40.9343,"[-74.1166, 40.9343]"
6102,4SRLPA,SHOP-RITE LIQUORS- PARAMUS,224  RTE 4 E & FOREST AVE,PARAMUS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PARAMUS NJ,4SRLPA SHOP-RITE LIQUORS- PARAMUS,"NJ, ",07652,224  RTE 4 E & FOREST AVE PARAMUS NJ  07652 ,PARAMUS NJ  ,,,,Metro,Off premise,-74.0672,40.9477,"[-74.0672, 40.9477]"
6103,4SRLWA,SHOPRITE WHARTON,306 ROUTE #15,WHARTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WHARTON NJ,4SRLWA SHOPRITE WHARTON,"NJ, ",07885,306 ROUTE #15 WHARTON NJ  07885 ,WHARTON NJ  ,,,,Metro,Off premise,-74.5863,40.9139,"[-74.5863, 40.9139]"
6104,4STAR,STAR DISCOUNT LIQUORS,25 GREEN BROCK RD,NORTH PLAINFIELD,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,NORTH PLAINFIELD NJ,4STAR STAR DISCOUNT LIQUORS,"NJ, ",07060,25 GREEN BROCK RD NORTH PLAINFIELD NJ  07060 ,NORTH PLAINFIELD NJ  ,,,,Metro,Off premise,-74.415,40.6152,"[-74.415, 40.6152]"
6105,4STE,STEW LEONARD'S CLIFTON,345 ALLWOOD RD.,CLIFTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,CLIFTON NJ,4STE STEW LEONARD'S CLIFTON,"NJ, ",07012,345 ALLWOOD RD. CLIFTON NJ  07012 ,CLIFTON NJ  ,,,,Metro,Off premise,-74.1612,40.8488,"[-74.1612, 40.8488]"
6106,4STEW,STEW LEONARD'S PARAMUS,396 ROUTE 17 NORTH,PARAMUS,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,PARAMUS NJ,4STEW STEW LEONARD'S PARAMUS,"NJ, ",07653,396 ROUTE 17 NORTH PARAMUS NJ  07653 ,PARAMUS NJ  ,,,,Metro,Off premise,-74.0832,40.9481,"[-74.0832, 40.9481]"
6107,4SUSSE,SEPLOWS LIQUORS,5 WOODSIDE AVENUE,NEWTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,NEWTON NJ,4SUSSE SEPLOWS LIQUORS,"NJ, ",07860,5 WOODSIDE AVENUE NEWTON NJ  07860 ,NEWTON NJ  ,,,,Metro,Off premise,-74.8069,41.0695,"[-74.8069, 41.0695]"
6108,4TRUEV,SELECT VINTAGE WINES,25 MOUNTAINVIEW BOULEVARD,BASKING RIDGE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,BASKING RIDGE NJ,4TRUEV SELECT VINTAGE WINES,"NJ, ",07920,25 MOUNTAINVIEW BOULEVARD BASKING RIDGE NJ  07920 ,BASKING RIDGE NJ  ,,,,Metro,Off premise,-74.5605,40.6789,"[-74.5605, 40.6789]"
6109,4VALLE,WINE TRADERS CLUB,1166 HAMBURG TURNPIKE,WAYNE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WAYNE NJ,4VALLE WINE TRADERS CLUB,"NJ, ",07470,1166 HAMBURG TURNPIKE WAYNE NJ  07470 ,WAYNE NJ  ,,,,Metro,Off premise,-74.2466,40.9471,"[-74.2466, 40.9471]"
6110,4VINC,VINCZ'S FOOD & LIQUORS,1066 AMBOY AVENUE,EDISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,EDISON NJ,4VINC VINCZ'S FOOD & LIQUORS,"NJ, ",08837,1066 AMBOY AVENUE EDISON NJ  08837 ,EDISON NJ  ,,,,Metro,Off premise,-74.3375,40.5325,"[-74.3375, 40.5325]"
6111,4VINEY,AMANTI VINO,30 CHURCH STREET,MONTCLAIR,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,MONTCLAIR NJ,4VINEY AMANTI VINO,"NJ, ",07042,30 CHURCH STREET MONTCLAIR NJ  07042 ,MONTCLAIR NJ  ,,,,Metro,Off premise,-74.2165,40.8131,"[-74.2165, 40.8131]"
6112,4VIST,WINE VISTA,458 ELIZABETH AVE.,SOMERSET,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SOMERSET NJ,4VIST WINE VISTA,"NJ, ",08873,458 ELIZABETH AVE. SOMERSET NJ  08873 ,SOMERSET NJ  ,,,,Metro,Off premise,-74.5013,40.5007,"[-74.5013, 40.5007]"
6113,4VWLIQ,V W LIQUORS AND BAR,561 US RT #1 (AT PLAINFIELD AVE),EDISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,EDISON NJ,4VWLIQ V W LIQUORS AND BAR,"NJ, ",08817,561 US RT #1 (AT PLAINFIELD AVE) EDISON NJ  08817 ,EDISON NJ  ,,,,Metro,Off premise,-74.3973,40.5171,"[-74.3973, 40.5171]"
6114,4WANQ,WINE 2 SPIRITS,662 RINGWOOD AVE,WANAQUE,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WANAQUE NJ,4WANQ WINE 2 SPIRITS,"NJ, ",07465,662 RINGWOOD AVE WANAQUE NJ  07465 ,WANAQUE NJ  ,,,,Metro,Off premise,-74.279,41.0544,"[-74.279, 41.0544]"
6115,4WARRE,WINE CENTRAL,177 WASHINGTON VALLEY ROAD.,WARREN,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,WARREN NJ,4WARRE WINE CENTRAL,"NJ, ",07059,177 WASHINGTON VALLEY ROAD. WARREN NJ  07059 ,WARREN NJ  ,,,,Metro,Off premise,-74.5105,40.6318,"[-74.5105, 40.6318]"
6116,4WINHA,WINE & WHISKEY COUNTRY HAMPTON,49 HAMPTON HOUSE ROAD,NEWTON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,NEWTON NJ,4WINHA WINE & WHISKEY COUNTRY HAMPTON,"NJ, ",07860,49 HAMPTON HOUSE ROAD NEWTON NJ  07860 ,NEWTON NJ  ,,,,Metro,Off premise,-74.8069,41.0695,"[-74.8069, 41.0695]"
6117,4WITTY,WITTY'S LIQUOR INC.,478 OLD BRIDGE TURNPIKE,SOUTH RIVER,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,SOUTH RIVER NJ,4WITTY WITTY'S LIQUOR INC.,"NJ, ",08882,478 OLD BRIDGE TURNPIKE SOUTH RIVER NJ  08882 ,SOUTH RIVER NJ  ,,,,Metro,Off premise,-74.3801,40.4444,"[-74.3801, 40.4444]"
6118,4YSSD,EDISON DISCOUNT WINE & SPIRITS,144-146 TALMADGE RD.,EDISON,4NJSTORE,JVI,FLEETWOOD,,NJSTO,NJ,EDISON NJ,4YSSD EDISON DISCOUNT WINE & SPIRITS,"NJ, ",08817,144-146 TALMADGE RD. EDISON NJ  08817 ,EDISON NJ  ,,,,Metro,Off premise,-74.3973,40.5171,"[-74.3973, 40.5171]"
6119,3PRISC,SPIRITS UNLIMITED-JACKSON,2275 WEST COUNTY LINE ROAD,JACKSON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,JACKSON NJ,3PRISC SPIRITS UNLIMITED-JACKSON,"NJ, ",08527,2275 WEST COUNTY LINE ROAD JACKSON NJ  08527 ,JACKSON NJ  ,,,,Metro,Off premise,-74.3017,40.121,"[-74.3017, 40.121]"
6120,4AART,AARTI'S WORLD DISCOUNT LIQUORS,1675 ROUTE 22 WEST,UNION,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,UNION NJ,4AART AARTI'S WORLD DISCOUNT LIQUORS,"NJ, ",07083,1675 ROUTE 22 WEST UNION NJ  07083 ,UNION NJ  ,,,,Metro,Off premise,-74.2677,40.6952,"[-74.2677, 40.6952]"
6121,4ACB,ATLANTIC CITY BOTTLE COMPANY,648 N.ALBANY AVE.,ATLANTIC CITY,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,ATLANTIC CITY NJ,4ACB ATLANTIC CITY BOTTLE COMPANY,"NJ, ",08401,648 N.ALBANY AVE. ATLANTIC CITY NJ  08401 ,ATLANTIC CITY NJ  ,,,,Metro,Off premise,-74.4317,39.3664,"[-74.4317, 39.3664]"
6122,4ACRE,BUYRITE OF OCEAN ACRES,100 NEPTUNE DRIVE,STAFFORD,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,STAFFORD NJ,4ACRE BUYRITE OF OCEAN ACRES,"NJ, ",08050,100 NEPTUNE DRIVE STAFFORD NJ  08050 ,STAFFORD NJ  ,,,,Metro,Off premise,-74.2604,39.705,"[-74.2604, 39.705]"
6123,4ADIT,BELLEVILLE LIQUORS,736 BELLEVILLE AVE.,BELLEVILLE,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,BELLEVILLE NJ,4ADIT BELLEVILLE LIQUORS,"NJ, ",07109,736 BELLEVILLE AVE. BELLEVILLE NJ  07109 ,BELLEVILLE NJ  ,,,,Metro,Off premise,-74.1631,40.7946,"[-74.1631, 40.7946]"
6124,4AGA,SPIRITS UNLIMITED,941 RT.37 WEST STE.#1,TOMS RIVER,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,TOMS RIVER NJ,4AGA SPIRITS UNLIMITED,"NJ, ",08755,941 RT.37 WEST STE.#1 TOMS RIVER NJ  08755 ,TOMS RIVER NJ  ,,,,Metro,Off premise,-74.2228,39.9999,"[-74.2228, 39.9999]"
6125,4AKSH,DISCOUNT LIQUORS,28-A FRANKLIN TURNPIKE,WALDWICK,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,WALDWICK NJ,4AKSH DISCOUNT LIQUORS,"NJ, ",07463,28-A FRANKLIN TURNPIKE WALDWICK NJ  07463 ,WALDWICK NJ  ,,,,Metro,Off premise,-74.1243,41.01300000000001,"[-74.1243, 41.01300000000001]"
6126,4ALLAM,ALLAMUCHY LIQUOR,P.O. BOX 113,ALLAMUCHY,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,ALLAMUCHY NJ,4ALLAM ALLAMUCHY LIQUOR,"NJ, ",07820,P.O. BOX 113 ALLAMUCHY NJ  07820 ,ALLAMUCHY NJ  ,,,,Metro,Off premise,-74.8102,40.9218,"[-74.8102, 40.9218]"
6127,4AMLI,A & M LIQUORS STORE,9 PARK STREET,MONTCLAIR,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,MONTCLAIR NJ,4AMLI A & M LIQUORS STORE,"NJ, ",07042,9 PARK STREET MONTCLAIR NJ  07042 ,MONTCLAIR NJ  ,,,,Metro,Off premise,-74.2165,40.8131,"[-74.2165, 40.8131]"
6128,4ANDER,ANDERSON DELI & GROCERY,739 ANDERSON AVENUE,CLIFFSIDE PARK,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CLIFFSIDE PARK NJ,4ANDER ANDERSON DELI & GROCERY,"NJ, ",07010,739 ANDERSON AVENUE CLIFFSIDE PARK NJ  07010 ,CLIFFSIDE PARK NJ  ,,,,Metro,Off premise,-73.988,40.8222,"[-73.988, 40.8222]"
6129,4ANIKL,GRAND OPENING LIQUORS,401 HALEDON AVENUE,HALEDON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,HALEDON NJ,4ANIKL GRAND OPENING LIQUORS,"NJ, ",07508,401 HALEDON AVENUE HALEDON NJ  07508 ,HALEDON NJ  ,,,,Metro,Off premise,-74.1826,40.9457,"[-74.1826, 40.9457]"
6130,4ANTLI,ANTHONY'S BUYRITE,1237 RTE. 166,TOMS RIVER,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,TOMS RIVER NJ,4ANTLI ANTHONY'S BUYRITE,"NJ, ",08753,1237 RTE. 166 TOMS RIVER NJ  08753 ,TOMS RIVER NJ  ,,,,Metro,Off premise,-74.1565,39.9771,"[-74.1565, 39.9771]"
6131,4ARJUN,MAIN LIQUORS,533 MAIN STREET,SOUTH AMBOY,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,SOUTH AMBOY NJ,4ARJUN MAIN LIQUORS,"NJ, ",08879,533 MAIN STREET SOUTH AMBOY NJ  08879 ,SOUTH AMBOY NJ  ,,,,Metro,Off premise,-74.2742,40.464,"[-74.2742, 40.464]"
6132,4ATL,ATLANTIC WINE & SPIRITS,183 FIRST AVENUE,ATLANTIC HIGHLANDS,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,ATLANTIC HIGHLANDS NJ,4ATL ATLANTIC WINE & SPIRITS,"NJ, ",07716,183 FIRST AVENUE ATLANTIC HIGHLANDS NJ  07716 ,ATLANTIC HIGHLANDS NJ  ,,,,Metro,Off premise,-74.0309,40.4015,"[-74.0309, 40.4015]"
6133,4BASK,BASKINGERS SPIRIT SHOP,355 CROOK AVENUE,CLIFTON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CLIFTON NJ,4BASK BASKINGERS SPIRIT SHOP,"NJ, ",07012,355 CROOK AVENUE CLIFTON NJ  07012 ,CLIFTON NJ  ,,,,Metro,Off premise,-74.1612,40.8488,"[-74.1612, 40.8488]"
6134,4BAUAH,"BAUA HOLDINGS, INC",478 OLD BRIDGE TURNPIKE,SOUTH RIVER,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,SOUTH RIVER NJ,"4BAUAH BAUA HOLDINGS, INC","NJ, ",08882,478 OLD BRIDGE TURNPIKE SOUTH RIVER NJ  08882 ,SOUTH RIVER NJ  ,,,,Metro,Off premise,-74.3801,40.4444,"[-74.3801, 40.4444]"
6135,4BAWL,BIG APPLE WINE & LIQUOR,20 CHESTNUT RIDGE,MONTVALE,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,MONTVALE NJ,4BAWL BIG APPLE WINE & LIQUOR,"NJ, ",07645,20 CHESTNUT RIDGE MONTVALE NJ  07645 ,MONTVALE NJ  ,,,,Metro,Off premise,-74.0384,41.0495,"[-74.0384, 41.0495]"
6136,4BEER2,MAX'S BEER WINE & LIQUOR,953 FISCHER BLVD. STE.#7,TOMS RIVER,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,TOMS RIVER NJ,4BEER2 MAX'S BEER WINE & LIQUOR,"NJ, ",08753,953 FISCHER BLVD. STE.#7 TOMS RIVER NJ  08753 ,TOMS RIVER NJ  ,,,,Metro,Off premise,-74.1565,39.9771,"[-74.1565, 39.9771]"
6137,4BENAS,BENASH LIQUORS,2405 RTE.38,CHERRY HILL,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CHERRY HILL NJ,4BENAS BENASH LIQUORS,"NJ, ",08002,2405 RTE.38 CHERRY HILL NJ  08002 ,CHERRY HILL NJ  ,,,,Metro,Off premise,-75.0175,39.9308,"[-75.0175, 39.9308]"
6138,4BERLI,CANALS OF BERLIN,ROUTE 73 AND HARKER AVE,BERLIN,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,BERLIN NJ,4BERLI CANALS OF BERLIN,"NJ, ",08009,ROUTE 73 AND HARKER AVE BERLIN NJ  08009 ,BERLIN NJ  ,,,,Metro,Off premise,-74.9308,39.7788,"[-74.9308, 39.7788]"
6139,4BERTE,NEW BERTELLI'S INC.,1045 BLOOMFIELD AVE.,CLIFTON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CLIFTON NJ,4BERTE NEW BERTELLI'S INC.,"NJ, ",07012,1045 BLOOMFIELD AVE. CLIFTON NJ  07012 ,CLIFTON NJ  ,,,,Metro,Off premise,-74.1612,40.8488,"[-74.1612, 40.8488]"
6140,4BETH,BETHANY WINE & LIQUOR,3160 HIGHWAY 35 NORTH,HAZLET,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,HAZLET NJ,4BETH BETHANY WINE & LIQUOR,"NJ, ",07730,3160 HIGHWAY 35 NORTH HAZLET NJ  07730 ,HAZLET NJ  ,,,,Metro,Off premise,-74.1799,40.4226,"[-74.1799, 40.4226]"
6141,4BEVKI,BEVERAGE KING,105 SPARTA AVE.,NEWTON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,NEWTON NJ,4BEVKI BEVERAGE KING,"NJ, ",07860,105 SPARTA AVE. NEWTON NJ  07860 ,NEWTON NJ  ,,,,Metro,Off premise,-74.8069,41.0695,"[-74.8069, 41.0695]"
6142,4BHILL,BOTTLE HILL WINE & SPIRITS,PO BOX 56,MADISON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,MADISON NJ,4BHILL BOTTLE HILL WINE & SPIRITS,"NJ, ",07974,PO BOX 56 MADISON NJ  07974 ,MADISON NJ  ,,,,Metro,Off premise,-74.4023,40.7004,"[-74.4023, 40.7004]"
6143,4BILO,BILOW LIQUORS,708 ROUTE 18,EAST BRUNSWICK,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,EAST BRUNSWICK NJ,4BILO BILOW LIQUORS,"NJ, ",08816,708 ROUTE 18 EAST BRUNSWICK NJ  08816 ,EAST BRUNSWICK NJ  ,,,,Metro,Off premise,-74.4064,40.4284,"[-74.4064, 40.4284]"
6144,4BLUE,BLUE RIDGE LIQUORS,369 PATTERSON AVENUE,WALLINGTON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,WALLINGTON NJ,4BLUE BLUE RIDGE LIQUORS,"NJ, ",07057,369 PATTERSON AVENUE WALLINGTON NJ  07057 ,WALLINGTON NJ  ,,,,Metro,Off premise,-74.1079,40.8536,"[-74.1079, 40.8536]"
6145,4BOBBI,BOBBING LIQUOR,383 VALLEY RD.,CLIFTON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CLIFTON NJ,4BOBBI BOBBING LIQUOR,"NJ, ",07013,383 VALLEY RD. CLIFTON NJ  07013 ,CLIFTON NJ  ,,,,Metro,Off premise,-74.1711,40.8693,"[-74.1711, 40.8693]"
6146,4BOULV,BOULEVARD LIQUOR STORE,501 ROOSEVELT BLVD.,MARMORE,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,MARMORE NJ,4BOULV BOULEVARD LIQUOR STORE,"NJ, ",08223,501 ROOSEVELT BLVD. MARMORE NJ  08223 ,MARMORE NJ  ,,,,Metro,Off premise,-74.6593,39.2586,"[-74.6593, 39.2586]"
6147,4BRANC,THE WINE CELLAR,2129 BRANCH PIKE,CINNAMINSON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CINNAMINSON NJ,4BRANC THE WINE CELLAR,"NJ, ",08077,2129 BRANCH PIKE CINNAMINSON NJ  08077 ,CINNAMINSON NJ  ,,,,Metro,Off premise,-74.9952,40.002,"[-74.9952, 40.002]"
6148,4BRWPA,WEST PARK AVENUE LIQUORS,855 WEST PARK AVE.,OCEAN,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,OCEAN NJ,4BRWPA WEST PARK AVENUE LIQUORS,"NJ, ",07712,855 WEST PARK AVE. OCEAN NJ  07712 ,OCEAN NJ  ,,,,Metro,Off premise,-74.0486,40.2507,"[-74.0486, 40.2507]"
6149,4CAHOO,CAHOOTS INC.,624 LINCOLN BLVD.,MIDDLESEX,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,MIDDLESEX NJ,4CAHOO CAHOOTS INC.,"NJ, ",08846,624 LINCOLN BLVD. MIDDLESEX NJ  08846 ,MIDDLESEX NJ  ,,,,Metro,Off premise,-74.5008,40.5759,"[-74.5008, 40.5759]"
6150,4CARDU,CARDUNER'S LIQUOR STORE INC.,TOWN CENTER PLAZA & RTE 130,EAST WINDSOR,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,EAST WINDSOR NJ,4CARDU CARDUNER'S LIQUOR STORE INC.,"NJ, ",08520,TOWN CENTER PLAZA & RTE 130 EAST WINDSOR NJ  08520 ,EAST WINDSOR NJ  ,,,,Metro,Off premise,-74.525,40.2669,"[-74.525, 40.2669]"
6151,4CENTE,CENTENNIAL WINE CELLAR,1378 CENTENNIAL AVENUE,PISCATAWAY,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,PISCATAWAY NJ,4CENTE CENTENNIAL WINE CELLAR,"NJ, ",08854,1378 CENTENNIAL AVENUE PISCATAWAY NJ  08854 ,PISCATAWAY NJ  ,,,,Metro,Off premise,-74.459,40.5515,"[-74.459, 40.5515]"
6152,4CERVI,CERVINO WINE COTTAGE,45 FRANKLIN AVENUE,RIDGEWOOD,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,RIDGEWOOD NJ,4CERVI CERVINO WINE COTTAGE,"NJ, ",07450,45 FRANKLIN AVENUE RIDGEWOOD NJ  07450 ,RIDGEWOOD NJ  ,,,,Metro,Off premise,-74.1131,40.982,"[-74.1131, 40.982]"
6153,4CHASE,BEVERAGE BARN,70 GRAND  AVENUE,ENGLEWOOD,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,ENGLEWOOD NJ,4CHASE BEVERAGE BARN,"NJ, ",07631,70 GRAND  AVENUE ENGLEWOOD NJ  07631 ,ENGLEWOOD NJ  ,,,,Metro,Off premise,-73.9772,40.8943,"[-73.9772, 40.8943]"
6154,4CHATH,CHATHAM WINE SHOP,465 MAIN ST.,CHATHAM,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CHATHAM NJ,4CHATH CHATHAM WINE SHOP,"NJ, ",07928,465 MAIN ST. CHATHAM NJ  07928 ,CHATHAM NJ  ,,,,Metro,Off premise,-74.4017,40.7305,"[-74.4017, 40.7305]"
6155,4CHEER,BASKET OF CHEERS,331 ROUTE 46 WEST,DOVER,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,DOVER NJ,4CHEER BASKET OF CHEERS,"NJ, ",07801,331 ROUTE 46 WEST DOVER NJ  07801 ,DOVER NJ  ,,,,Metro,Off premise,-74.5467,40.9176,"[-74.5467, 40.9176]"
6156,4CIRCE,CIRCLE ON THE SQUARE LIQ,1930 HWY 88 EAST,BRICKTOWN,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,BRICKTOWN NJ,4CIRCE CIRCLE ON THE SQUARE LIQ,"NJ, ",08724,1930 HWY 88 EAST BRICKTOWN NJ  08724 ,BRICKTOWN NJ  ,,,,Metro,Off premise,-74.1152,40.0874,"[-74.1152, 40.0874]"
6157,4CLAI,MONTCLAIR WINE CELLAR,440 BLOOMFIELD AVE,MONTCLAIR,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,MONTCLAIR NJ,4CLAI MONTCLAIR WINE CELLAR,"NJ, ",07042,440 BLOOMFIELD AVE MONTCLAIR NJ  07042 ,MONTCLAIR NJ  ,,,,Metro,Off premise,-74.2165,40.8131,"[-74.2165, 40.8131]"
6158,4CLIFT,CLIFTON DISCOUNT LIQUORS,73 ACKERMAN AVENUE,CLIFTON,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CLIFTON NJ,4CLIFT CLIFTON DISCOUNT LIQUORS,"NJ, ",07011,73 ACKERMAN AVENUE CLIFTON NJ  07011 ,CLIFTON NJ  ,,,,Metro,Off premise,-74.1425,40.8789,"[-74.1425, 40.8789]"
6159,4CLOCK,CLOCK TOWERS SPIRITS LLC,711 ROUTE 17,CARLSTADT,4NJSTORE,XX,FLEETWOOD,,NJSTO,NJ,CARLSTADT NJ,4CLOCK CLOCK TOWERS SPIRITS LLC,"NJ, ",07072,711 ROUTE 17 CARLSTADT NJ  07072 ,CARLSTADT NJ  ,,,,Metro,Off premise,-74.0925,40.8403,"[-74.0925, 40.8403]"
